Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Raphael Adiele,de GER,MF,Eintracht Trier,2005,16,16,1440,16.0,2,2,0,0,0.12,0.12,90,100.0,16.0,16,90,16,0,,0,0.06,8,59,-51,-3.19,
Gibson Adu,de GER,FW,Unterhaching,2008,3,2,114,1.3,0,0,0,0,0.00,0.00,38,7.9,1.3,2,55,0,1,4,1,1.33,0,1,-1,-0.79,-0.38
Prince Adu-Addae Aning,nl NED,DF,Dortmund,2004,1,1,63,0.7,0,0,0,0,0.00,0.00,63,4.7,0.7,1,63,0,0,,0,3.00,2,1,+1,+1.43,-0.18
Theo Afework,ca CAN,FW,Nürnberg,2004,4,0,90,1.0,0,0,0,0,0.00,0.00,23,6.3,1.0,0,,0,4,23,5,2.50,5,1,+4,+4.00,+3.00
Karim Affo,de GER,FW,Düsseldorf,2006,4,4,326,3.6,1,1,0,0,0.28,0.28,82,24.1,3.6,4,82,1,0,,0,3.00,5,1,+4,+1.10,+1.28
Hugo Afonso,lu LUX,MF,Karlsruher,2005,10,6,558,6.2,0,0,0,0,0.00,0.00,56,38.8,6.2,6,82,4,4,16,4,2.20,12,3,+9,+1.45,-0.08
Mahmut Afsar,,FW,Eintracht Frankfurt,2004,6,1,104,1.2,0,0,0,0,0.00,0.00,17,7.2,1.2,1,45,0,5,12,2,1.00,3,2,+1,+0.87,+0.73
Jesse Agbozo,de GER,DF,Freiburg,2005,2,0,43,0.5,0,0,0,0,0.00,0.00,22,3.0,0.5,0,,0,2,22,3,2.00,0,1,-1,-2.09,-1.45
Massimo Agostinelli,lu LUX,DF,Nürnberg,2005,9,5,490,5.4,0,0,0,0,0.00,0.00,54,34.0,5.4,5,83,4,4,19,4,2.11,15,12,+3,+0.55,-0.96
Joel Agyekum,de GER,DF,Hamburger SV,2005,12,10,891,9.9,0,0,0,0,0.00,0.00,74,61.9,9.9,10,86,7,2,16,0,1.83,22,23,-1,-0.10,-1.08
Karim Ahmad,de GER,FW,Hertha Zehlendorf,2004,1,0,26,0.3,0,0,0,0,0.00,0.00,26,1.8,0.3,0,,0,1,26,0,0.00,1,1,0,0.00,+0.25
Karim Ahmad,de GER,FW,Hertha Zehlendorf,2004,1,0,26,0.3,0,0,0,0,0.00,0.00,45,3.1,0.5,0,,0,1,45,1,0.00,0,1,-1,-2.00,-0.52
Karim Ahmad,de GER,FW,Berliner AK,2004,1,0,45,0.5,0,0,0,0,0.00,0.00,26,1.8,0.3,0,,0,1,26,0,0.00,1,1,0,0.00,+0.25
Karim Ahmad,de GER,FW,Berliner AK,2004,1,0,45,0.5,0,0,0,0,0.00,0.00,45,3.1,0.5,0,,0,1,45,1,0.00,0,1,-1,-2.00,-0.52
Romeo Aigbekaen,de GER,MF,Viktoria Köln,2004,13,11,921,10.2,4,3,1,1,0.39,0.29,71,68.2,10.2,11,79,6,2,24,0,1.23,11,16,-5,-0.49,-1.12
Rexhep Ajdari,de GER,MF,Viktoria Köln,2004,5,1,157,1.7,0,0,0,0,0.00,0.00,31,11.6,1.7,1,90,1,4,17,2,0.20,1,1,0,0.00,+0.15
Dion Ajeti,de GER,MF,Unterhaching,2005,12,3,432,4.8,0,0,0,0,0.00,0.00,36,30.0,4.8,3,86,2,9,19,2,1.00,8,6,+2,+0.42,+1.22
Dion Ajvazi,xk KVX,MF,Hertha BSC,2004,11,5,488,5.4,0,0,0,0,0.00,0.00,44,33.9,5.4,5,79,2,6,16,1,2.42,25,5,+20,+3.69,+1.70
Sinan Akan,de GER,DF,Berliner AK,2004,12,12,987,11.0,3,3,0,0,0.27,0.27,82,68.5,11.0,12,82,7,0,,0,0.75,13,28,-15,-1.37,+0.42
Ali Akdag,,FW,Berliner AK,2004,11,8,647,7.2,1,1,0,0,0.14,0.14,59,44.9,7.2,8,69,1,3,31,1,0.45,8,16,-8,-1.11,+0.70
Kevin Akogo,tg TOG,FW,Hansa Rostock,2005,7,2,246,2.7,0,0,0,0,0.00,0.00,35,17.1,2.7,2,69,0,5,22,3,0.71,2,3,-1,-0.37,+0.39
Dyosandro Akoumba,de GER,MF,Werder Bremen,2004,9,5,462,5.1,0,0,0,0,0.00,0.00,51,32.1,5.1,5,73,4,4,24,2,1.22,6,4,+2,+0.39,-1.17
Emre Akova,de GER,MF,Hertha Zehlendorf,2004,13,12,1087,12.1,0,0,0,0,0.00,0.00,84,75.5,12.1,12,87,9,1,45,0,1.08,27,23,+4,+0.33,+2.37
Seyid Akova,de GER,FW,Hertha Zehlendorf,2005,3,1,115,1.3,0,0,0,0,0.00,0.00,38,8.0,1.3,1,61,0,2,27,0,0.00,4,4,0,0.00,+0.27
Seyid Akova,de GER,FW,Hertha Zehlendorf,2005,3,1,115,1.3,0,0,0,0,0.00,0.00,12,2.5,0.4,0,,0,3,12,3,3.00,3,0,+3,+7.50,+5.06
Seyid Akova,de GER,FW,Hertha BSC,2005,3,0,36,0.4,0,0,0,0,0.00,0.00,38,8.0,1.3,1,61,0,2,27,0,0.00,4,4,0,0.00,+0.27
Seyid Akova,de GER,FW,Hertha BSC,2005,3,0,36,0.4,0,0,0,0,0.00,0.00,12,2.5,0.4,0,,0,3,12,3,3.00,3,0,+3,+7.50,+5.06
Alper Aksoy,de GER,MF,Berliner AK,2005,13,5,499,5.5,0,0,0,0,0.00,0.00,38,34.7,5.5,5,79,3,8,13,1,0.69,6,12,-6,-1.08,+0.64
Emre Aksoy,de GER,DF,Leverkusen,2004,13,12,1118,12.4,1,1,0,0,0.08,0.08,86,82.8,12.4,12,89,10,1,45,0,1.54,26,18,+8,+0.64,+1.81
Mustafa Aktürk,de GER,DF,St Pauli,2004,9,8,658,7.3,0,0,0,0,0.00,0.00,73,45.7,7.3,8,79,5,1,30,0,2.00,23,11,+12,+1.64,+2.10
Anas Alaoui,ma MAR,FW,Eintracht Frankfurt,2006,8,8,634,7.0,2,2,0,0,0.28,0.28,79,44.0,7.0,8,79,2,0,,0,1.25,6,9,-3,-0.43,-1.10
Eliot Albert,de GER,MF,Bonner,2004,3,0,62,0.7,0,0,0,0,0.00,0.00,21,4.6,0.7,0,,0,3,21,1,1.00,1,6,-5,-7.26,-6.35
Henrik Albert,de GER,GK,Union Berlin,2004,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.3,1.0,1,90,1,0,,8,0.00,0,1,-1,-1.00,-2.33
Christopher Alberts,de GER,DF,Werder Bremen,2005,2,1,36,0.4,0,0,0,0,0.00,0.00,18,2.5,0.4,1,35,0,1,1,3,1.50,0,2,-2,-5.00,-6.35
Liul Alemu,de GER,MF,Bayern Munich,2005,1,0,5,0.1,0,0,0,0,0.00,0.00,5,0.3,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,-0.44
Maximilian Alexy,de GER,FW,Hilden,2004,4,1,81,0.9,0,0,0,0,0.00,0.00,20,6.0,0.9,1,45,0,3,12,0,0.00,0,3,-3,-3.33,-2.34
Hassan Ali,de GER,MF,Viktoria Köln,2005,4,1,116,1.3,0,0,0,0,0.00,0.00,29,8.6,1.3,1,66,0,3,17,1,1.75,4,0,+4,+3.10,+3.54
Muhammed Ali Karkar,de GER,DF,Rot-Weiss Essen,2004,11,4,561,6.2,0,0,0,0,0.00,0.00,51,41.6,6.2,4,81,2,7,34,2,0.45,7,20,-13,-2.09,-1.40
Valon Aliji,mk MKD,MF,Union Berlin,2005,16,15,1072,11.9,2,2,0,0,0.17,0.17,67,74.4,11.9,15,69,1,1,30,0,1.75,26,17,+9,+0.76,-1.69
Fırat Alpsoy,de GER,FW,Karlsruher,2005,14,4,426,4.7,6,6,0,0,1.27,1.27,30,29.6,4.7,4,64,0,10,17,2,2.29,10,3,+7,+1.48,-0.03
Tom Alter,de GER,GK,Preußen Münster,2004,3,3,270,3.0,0,0,0,0,0.00,0.00,90,20.0,3.0,3,90,3,0,,12,0.33,1,7,-6,-2.00,-1.33
Kaden Amaniampong,de GER,DF,Viktoria Köln,2004,10,10,899,10.0,1,1,0,0,0.10,0.10,90,66.6,10.0,10,90,9,0,,0,1.80,15,13,+2,+0.20,+1.00
Kaden Amaniampong,de GER,DF,Viktoria Köln,2004,10,10,899,10.0,1,1,0,0,0.10,0.10,90,6.7,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-0.93
Kaden Amaniampong,de GER,DF,Viktoria Köln,2004,1,1,90,1.0,0,0,0,0,0.00,0.00,90,66.6,10.0,10,90,9,0,,0,1.80,15,13,+2,+0.20,+1.00
Kaden Amaniampong,de GER,DF,Viktoria Köln,2004,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.7,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,-0.93
Jason Amann,de GER,MF,Mainz 05,2005,12,8,697,7.7,2,2,0,0,0.26,0.26,58,48.4,7.7,8,79,3,4,17,3,2.40,24,9,+15,+1.94,-0.97
Luke Ambach,de GER,MF,Unterhaching,2004,4,0,37,0.4,0,0,0,0,0.00,0.00,9,2.6,0.4,0,,0,4,9,4,0.25,1,2,-1,-2.43,-2.05
Lukáš Ambros,cz CZE,MF,Wolfsburg,2004,14,14,1260,14.0,4,4,0,0,0.29,0.29,90,87.5,14.0,14,90,14,0,,0,1.43,27,24,+3,+0.21,+1.71
David Amegnaglo,de GER,FW,Freiburg,2005,12,6,612,6.8,2,2,0,0,0.29,0.29,51,42.5,6.8,6,68,0,6,34,1,0.67,5,15,-10,-1.47,-1.36
Kofi Amoako,de GER,MF,Wolfsburg,2005,13,13,1130,12.6,1,1,0,0,0.08,0.08,87,78.5,12.6,13,87,8,0,,0,1.46,24,20,+4,+0.32,+1.48
Zaid Amoussou-Tchibara,de GER,FW,Leverkusen,2006,1,0,45,0.5,0,0,0,0,0.00,0.00,45,3.3,0.5,0,,0,1,45,0,0.00,1,1,0,0.00,-0.34
Ezra Ampofo,de GER,MF,St Pauli,2004,12,7,736,8.2,0,0,0,0,0.00,0.00,61,51.1,8.2,7,82,2,5,32,0,1.75,18,11,+7,+0.86,+0.73
Hamza Anhari,de GER,MF,MSV Duisburg,2004,8,6,591,6.6,3,3,0,0,0.46,0.46,74,43.8,6.6,6,90,6,2,26,0,1.88,9,6,+3,+0.46,+0.81
Tom Ankele,de GER,MF,Reutlingen,2004,9,0,228,2.5,0,0,0,0,0.00,0.00,25,15.8,2.5,0,,0,9,25,7,0.44,1,11,-10,-3.95,-2.91
Ilyas Ansah,de GER,FW,Paderborn 07,2004,12,11,957,10.6,4,4,0,0,0.38,0.38,80,70.9,10.6,11,85,8,1,25,0,1.33,21,23,-2,-0.19,-3.17
Bennet Antczak,de GER,DF,Meppen,2005,1,0,8,0.1,0,0,0,0,0.00,0.00,8,0.6,0.1,0,,0,1,8,1,0.00,0,1,-1,-11.25,-11.00
Mathis Antoni,de GER,FW,Meppen,2004,15,14,1094,12.2,1,1,0,0,0.08,0.08,73,76.0,12.2,14,75,2,1,45,0,1.40,16,18,-2,-0.16,+0.62
Kamil Antosiak,pl POL,FW,Hansa Rostock,2004,9,1,196,2.2,0,0,0,0,0.00,0.00,22,13.6,2.2,1,68,0,8,16,3,0.89,0,6,-6,-2.76,-2.39
Ngufor Anubodem,de GER,DF,Schalke 04,2004,15,15,1268,14.1,0,0,0,0,0.00,0.00,85,93.9,14.1,15,85,11,0,,0,2.27,34,14,+20,+1.42,-5.17
Ayman Aourir,de GER,MF,Leverkusen,2004,8,7,619,6.9,2,1,1,1,0.29,0.15,77,45.9,6.9,7,82,5,1,45,0,1.38,15,12,+3,+0.44,+0.19
Emmanuel Appiah,de GER,FW,Hamburger SV,2004,14,11,974,10.8,4,4,0,0,0.37,0.37,70,67.6,10.8,11,79,3,3,33,0,1.93,26,25,+1,+0.09,-0.68
Ronay Arabaci,de GER,MF,Düsseldorf,2005,13,10,750,8.3,2,2,0,0,0.24,0.24,58,55.6,8.3,10,68,2,3,24,2,1.69,10,8,+2,+0.24,+0.24
Asaf Arania,il ISR,FW,Darmstadt 98,2005,10,4,496,5.5,0,0,0,0,0.00,0.00,50,34.4,5.5,4,77,1,6,32,0,0.60,6,12,-6,-1.09,-1.95
David Arize,de GER,MF,Gladbach,2005,10,8,742,8.2,4,4,0,0,0.49,0.49,74,55.0,8.2,8,85,5,2,30,0,1.70,21,12,+9,+1.09,+1.98
Leo Arndt,de GER,MF,Gladbach,2004,5,4,380,4.2,0,0,0,0,0.00,0.00,76,28.1,4.2,4,89,3,1,25,4,1.80,13,7,+6,+1.42,+1.70
Dennis Arnst,de GER,FW,Hoffenheim,2005,6,2,167,1.9,0,0,0,0,0.00,0.00,28,11.6,1.9,2,57,0,4,13,1,1.33,4,4,0,0.00,-0.71
Baha Arslanboğa,de GER,MF,Hilden,2004,14,11,958,10.6,1,1,0,0,0.09,0.09,68,71.0,10.6,11,75,2,3,45,0,0.36,17,21,-4,-0.38,+2.61
Berkin Arslanogullari,de GER,GK,Union Berlin,2005,2,2,180,2.0,0,0,0,0,0.00,0.00,90,12.5,2.0,2,90,2,0,,6,0.50,0,4,-4,-2.00,-3.64
Moustafa Ashraf,eg EGY,MF,Gladbach,2004,14,10,999,11.1,2,2,0,0,0.18,0.18,71,74.0,11.1,10,90,9,4,26,0,1.43,21,25,-4,-0.36,-2.16
Elijas Aslanidis,de GER,MF,Wolfsburg,2006,5,1,135,1.5,1,1,0,0,0.67,0.67,27,9.4,1.5,1,45,0,4,23,0,0.40,6,4,+2,+1.33,+1.47
Kian Assadollahi,de GER,MF,Viktoria Köln,2004,10,10,832,9.2,1,1,0,0,0.11,0.11,83,61.6,9.2,10,83,6,0,,0,1.20,11,14,-3,-0.32,-0.50
Richard Assouhoun,de GER,MF,Rot-Weiss Essen,2005,1,0,7,0.1,0,0,0,0,0.00,0.00,7,0.5,0.1,0,,0,1,7,0,1.00,1,1,0,0.00,+1.27
Muhammed Atak,de GER,DF,Ingolstadt,2004,14,13,1106,12.3,0,0,0,0,0.00,0.00,79,76.8,12.3,13,84,9,1,16,1,1.29,19,21,-2,-0.16,-0.97
Bigo Atom,de GER,DF,RB Leipzig,2005,8,6,514,5.7,0,0,0,0,0.00,0.00,64,35.7,5.7,6,77,2,2,25,1,1.13,6,10,-4,-0.70,-1.19
Luca Auer,de GER,MF,Nürnberg,2004,16,16,1317,14.6,0,0,0,0,0.00,0.00,82,91.5,14.6,16,82,10,0,,0,2.13,34,17,+17,+1.16,-0.30
Erion Avdij,xk KVX,GK,1860 Munich,2005,15,15,1350,15.0,0,0,0,0,0.00,0.00,90,93.8,15.0,15,90,15,0,,1,1.53,29,25,+4,+0.27,+0.27
Andrew Awusi,de GER,FW,Eintracht Frankfurt,2006,1,0,27,0.3,0,0,0,0,0.00,0.00,27,1.9,0.3,0,,0,1,27,1,3.00,1,0,+1,+3.33,+3.21
Younes Azahaf,ma MAR,DF,Mainz 05,2004,8,5,418,4.6,3,3,0,0,0.65,0.65,52,29.0,4.6,5,68,1,3,26,0,3.00,26,6,+20,+4.31,+2.63
Dennis Azakir,de GER,DF,Mainz 05,2005,8,1,195,2.2,1,1,0,0,0.46,0.46,24,13.5,2.2,1,60,0,7,19,4,2.00,9,2,+7,+3.23,+0.92
Ermal Azemi,lu LUX,GK,Eintracht Trier,2007,1,0,42,0.5,0,0,0,0,0.00,0.00,42,2.9,0.5,0,,0,1,42,4,0.00,0,6,-6,-12.86,-9.96
Alexandre Azevedo,de GER,FW,Stuttgart,2005,12,11,994,11.0,3,3,0,0,0.27,0.27,83,69.0,11.0,11,86,9,1,45,0,1.67,26,19,+7,+0.63,+0.03
Sanoussy Ba,de GER,FW,RB Leipzig,2004,7,6,555,6.2,2,2,0,0,0.32,0.32,79,38.5,6.2,6,85,5,1,45,0,2.00,11,8,+3,+0.49,+0.69
Reber Babir,de GER,FW,Verl,2005,2,0,46,0.5,0,0,0,0,0.00,0.00,23,3.4,0.5,0,,0,2,23,0,1.00,0,1,-1,-1.96,-1.20
Alexander Babitsch,de GER,DF,Hannover 96,2004,15,14,1253,13.9,2,2,0,0,0.14,0.14,84,87.0,13.9,14,88,12,1,24,0,1.67,27,21,+6,+0.43,-0.05
Fabio Bachmann,de GER,DF,Hilden,2004,13,13,1078,12.0,1,1,0,0,0.08,0.08,83,79.9,12.0,13,83,10,0,,0,0.38,18,27,-9,-0.75,+1.90
Max Bachner,de GER,FW,Augsburg,2005,8,5,333,3.7,2,2,0,0,0.54,0.54,42,23.1,3.7,5,61,0,3,9,0,1.50,8,7,+1,+0.27,+0.60
Ole Backfisch,de GER,MF,Viktoria Berlin,2006,1,0,55,0.6,0,0,0,0,0.00,0.00,55,3.8,0.6,0,,0,1,55,0,0.00,1,5,-4,-6.55,-5.12
Mio Backhaus,de GER,GK,Werder Bremen,2004,16,16,1440,16.0,0,0,0,0,0.00,0.00,90,100.0,16.0,16,90,16,0,,0,1.69,40,21,+19,+1.19,
Aurel Badji Wagbe,de GER,MF,Wolfsburg,2004,15,13,1210,13.4,0,0,0,0,0.00,0.00,81,84.0,13.4,13,89,11,2,25,0,1.27,24,24,0,0.00,0.00
Ayoub Bagdadi,de GER,FW,Mainz 05,2005,6,0,65,0.7,2,2,0,0,2.77,2.77,11,4.5,0.7,0,,0,6,11,4,2.17,4,0,+4,+5.54,+3.25
Ismail Bah,de GER,DF,Bochum,2005,5,4,327,3.6,0,0,0,0,0.00,0.00,65,24.2,3.6,4,79,3,1,12,7,1.20,4,3,+1,+0.28,-0.08
Nico Baier,de GER,MF,Darmstadt 98,2005,12,10,851,9.5,5,5,0,0,0.53,0.53,71,59.1,9.5,10,80,5,2,25,0,1.08,15,14,+1,+0.11,-0.20
Ioannis Bairaktarov,gr GRE,MF,Energie Cottbus,2005,3,1,60,0.7,0,0,0,0,0.00,0.00,20,4.2,0.7,1,45,0,2,8,2,1.00,1,2,-1,-1.50,-0.59
Elias Bakatukanda,de GER,DF,Köln,2004,13,13,1124,12.5,1,1,0,0,0.08,0.08,86,83.3,12.5,13,86,12,0,,0,2.13,31,11,+20,+1.60,+0.41
Fabio Baldé,pt POR,MF,Hamburger SV,2005,7,4,351,3.9,2,2,0,0,0.51,0.51,50,24.4,3.9,4,77,2,3,14,0,2.29,6,8,-2,-0.51,-1.09
Volkan Ballicalioglu,de GER,MF,Leverkusen,2004,4,2,137,1.5,0,0,0,0,0.00,0.00,34,10.1,1.5,2,48,0,2,21,1,1.75,0,4,-4,-2.63,-3.30
Benjamin Ballis,de GER,GK,Bayern Munich,2005,13,12,1141,12.7,0,0,0,0,0.00,0.00,88,79.2,12.7,12,90,12,1,61,1,1.62,29,20,+9,+0.71,+1.31
Jens Balzukat,de GER,GK,Paderborn 07,2005,2,2,180,2.0,0,0,0,0,0.00,0.00,90,13.3,2.0,2,90,2,0,,9,1.50,7,4,+3,+1.50,+0.88
Samuel Bamba,de GER,FW,Dortmund,2004,14,11,962,10.7,3,3,0,0,0.28,0.28,69,71.3,10.7,11,80,4,3,28,0,2.18,19,5,+14,+1.31,-1.01
Abdul-Wahid Bancé,de GER,DF,Leverkusen,2004,1,1,68,0.8,0,0,0,0,0.00,0.00,68,5.0,0.8,1,68,0,0,,8,0.00,0,2,-2,-2.65,-3.14
Moritz Bangerter,de GER,MF,1860 Munich,2004,15,15,1304,14.5,0,0,0,0,0.00,0.00,87,90.6,14.5,15,87,10,0,,0,1.60,27,22,+5,+0.35,+1.01
Noahkai Banks,us USA,DF,Augsburg,2006,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.3,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,-0.87
Isma Baraze,de GER,FW,St Pauli,2005,16,12,1007,11.2,8,7,1,1,0.71,0.63,63,69.9,11.2,12,75,5,4,26,0,1.56,28,19,+9,+0.80,+1.01
Tom Barth,de GER,MF,Stuttgart,2005,11,5,578,6.4,0,0,0,0,0.00,0.00,53,40.1,6.4,5,90,5,6,21,2,1.18,8,11,-3,-0.47,-1.82
Niklas Barthel,de GER,DF,Schalke 04,2005,15,15,1332,14.8,1,1,0,0,0.07,0.07,89,98.7,14.8,15,89,14,0,,0,2.27,40,13,+27,+1.82,+6.82
Luca Battista,de GER,MF,Stuttgart,2005,9,5,417,4.6,2,2,0,0,0.43,0.43,46,29.0,4.6,5,70,1,4,17,1,1.44,12,7,+5,+1.08,+0.64
Philipp Bauer,de GER,MF,Eintracht Trier,2004,14,14,1156,12.8,0,0,0,0,0.00,0.00,83,80.3,12.8,14,83,7,0,,0,0.00,3,42,-39,-3.04,+0.77
Richard Bauer,de GER,DF,Hansa Rostock,2005,11,11,940,10.4,0,0,0,0,0.00,0.00,85,65.3,10.4,11,85,8,0,,0,0.82,11,26,-15,-1.44,-2.16
Thomas Bauer,de GER,DF,Astoria Walldorf,2004,14,14,1136,12.6,0,0,0,0,0.00,0.00,81,78.9,12.6,14,81,9,0,,0,0.86,13,31,-18,-1.43,+0.35
Anton Bäuerle,de GER,MF,Leverkusen,2005,8,5,396,4.4,0,0,0,0,0.00,0.00,50,29.3,4.4,5,65,1,3,24,2,1.25,4,9,-5,-1.14,-2.08
Elias Baum,de GER,DF,Eintracht Frankfurt,2005,15,15,1270,14.1,0,0,0,0,0.00,0.00,85,88.2,14.1,15,85,12,0,,0,1.13,23,21,+2,+0.14,-0.39
Moritz Baum,de GER,DF,Verl,2004,10,10,849,9.4,0,0,0,0,0.00,0.00,85,62.9,9.4,10,85,6,0,,0,1.30,12,21,-9,-0.95,-0.42
Moritz Baum,de GER,DF,Verl,2004,10,10,849,9.4,0,0,0,0,0.00,0.00,89,99.0,14.9,15,89,14,0,,0,1.13,20,32,-12,-0.81,-0.81
Moritz Baum,de GER,DF,Verl,2004,15,15,1337,14.9,1,1,0,0,0.07,0.07,85,62.9,9.4,10,85,6,0,,0,1.30,12,21,-9,-0.95,-0.42
Moritz Baum,de GER,DF,Verl,2004,15,15,1337,14.9,1,1,0,0,0.07,0.07,89,99.0,14.9,15,89,14,0,,0,1.13,20,32,-12,-0.81,-0.81
Luis Baumert,de GER,DF,Astoria Walldorf,2004,16,13,1215,13.5,3,3,0,0,0.22,0.22,76,84.4,13.5,13,84,6,3,43,0,0.75,16,34,-18,-1.33,+1.07
Mika Baur,de GER,MF,Freiburg,2004,8,8,720,8.0,3,1,2,2,0.37,0.12,90,50.0,8.0,8,90,8,0,,0,1.38,16,16,0,0.00,+1.37
Aaron Bayakala,de GER,FW,Köln,2005,5,0,120,1.3,1,1,0,0,0.75,0.75,24,8.9,1.3,0,,0,5,24,3,2.60,8,1,+7,+5.25,+4.08
Aris Bayindir,de GER,MF,RB Leipzig,2006,9,8,631,7.0,2,0,2,2,0.29,0.00,70,43.8,7.0,8,77,3,1,18,2,1.67,11,13,-2,-0.29,-0.62
Lennard Becker,de GER,DF,Bayern Munich,2005,13,10,836,9.3,0,0,0,0,0.00,0.00,64,58.1,9.3,10,71,3,3,41,1,1.85,24,14,+10,+1.08,+1.52
Marlon Becker,de GER,MF,Köln,2005,6,1,128,1.4,0,0,0,0,0.00,0.00,21,9.5,1.4,1,48,0,5,16,6,2.17,6,1,+5,+3.52,+2.19
Max Becker,de GER,GK,Eintracht Trier,2004,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.3,1.0,1,90,1,0,,7,0.00,0,6,-6,-6.00,-3.00
Niclas Becker,de GER,GK,Darmstadt 98,2004,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.3,1.0,1,90,1,0,,15,1.00,1,1,0,0.00,-0.20
Sören Becker,de GER,DF,Preußen Münster,2004,9,2,301,3.3,0,0,0,0,0.00,0.00,33,22.3,3.3,2,79,1,7,21,4,0.78,0,6,-6,-1.79,-1.11
Vitalie Becker,de GER,DF,Schalke 04,2005,4,4,360,4.0,1,1,0,0,0.25,0.25,90,26.7,4.0,4,90,4,0,,0,2.25,9,5,+4,+1.00,-1.00
Lucas Beetz,de GER,DF,Nürnberg,2005,11,9,846,9.4,0,0,0,0,0.00,0.00,77,58.8,9.4,9,90,9,2,18,2,2.36,22,9,+13,+1.38,+0.47
Lasse Behlendorf,de GER,DF,Magdeburg,2006,2,2,122,1.4,0,0,0,0,0.00,0.00,61,8.5,1.4,2,61,0,0,,0,0.50,0,2,-2,-1.48,-1.27
Philipp Behrend,de GER,FW,Hertha Zehlendorf,2004,16,6,651,7.2,2,2,0,0,0.28,0.28,41,45.2,7.2,6,69,2,10,24,0,0.88,18,23,-5,-0.69,-0.81
Hannes Behrens,de GER,DF,Hoffenheim,2005,10,9,759,8.4,0,0,0,0,0.00,0.00,76,52.7,8.4,9,83,7,1,15,0,1.90,16,12,+4,+0.47,-0.32
Sebastian Beikert,,MF,Astoria Walldorf,,9,5,438,4.9,0,0,0,0,0.00,0.00,49,30.4,4.9,5,71,1,4,21,0,1.33,3,10,-7,-1.44,+0.09
