Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Mick Beinhauer,de GER,MF,Hilden,2004,10,4,412,4.6,1,1,0,0,0.22,0.22,41,30.5,4.6,4,74,1,6,20,3,0.50,5,13,-8,-1.75,-0.88
Tünay Bektaş,de GER,DF,Energie Cottbus,2005,15,6,732,8.1,3,3,0,0,0.37,0.37,49,50.8,8.1,6,73,2,9,33,1,0.60,10,21,-11,-1.35,-0.84
Moussa Belaid,de GER,DF,Berliner AK,2004,5,2,193,2.1,0,0,0,0,0.00,0.00,39,13.4,2.1,2,54,0,3,29,2,0.40,0,5,-5,-2.33,-0.96
Paul Bellmann,de GER,MF,Werder Bremen,2005,16,16,1415,15.7,0,0,0,0,0.00,0.00,88,98.3,15.7,16,88,14,0,,0,1.69,40,20,+20,+1.27,+4.87
Marcello Bena,de GER,DF,Preußen Münster,2004,14,10,910,10.1,0,0,0,0,0.00,0.00,65,67.4,10.1,10,84,6,4,17,0,0.86,10,23,-13,-1.29,-1.08
Ali Benelmir,de GER,DF,Freiburg,2005,5,1,153,1.7,0,0,0,0,0.00,0.00,31,10.6,1.7,1,76,0,4,19,2,0.80,4,6,-2,-1.18,-0.55
Kaan Bengi,tr TUR,DF,Bayern Munich,2005,11,6,661,7.3,1,1,0,0,0.14,0.14,60,45.9,7.3,6,84,2,5,32,2,1.36,16,18,-2,-0.27,-1.31
Tami Benkert,de GER,DF,Energie Cottbus,2005,12,12,1035,11.5,0,0,0,0,0.00,0.00,86,71.9,11.5,12,86,8,0,,2,0.75,16,25,-9,-0.78,+0.55
Leo Bera,de GER,DF,Hansa Rostock,2005,15,12,1074,11.9,1,1,0,0,0.08,0.08,72,74.6,11.9,12,86,9,3,13,1,1.20,24,27,-3,-0.25,+1.72
Moritz Berhard,de GER,GK,Eintracht Trier,2004,7,7,630,7.0,0,0,0,0,0.00,0.00,90,43.8,7.0,7,90,7,0,,2,0.00,4,25,-21,-3.00,+0.33
Florian Berisha,de GER,FW,Bochum,2004,15,13,1019,11.3,4,2,2,2,0.35,0.18,68,75.5,11.3,13,73,3,2,37,0,1.47,18,14,+4,+0.35,+0.08
Haidar Berjaoui,de GER,MF,Berliner AK,2004,1,0,17,0.2,0,0,0,0,0.00,0.00,17,1.2,0.2,0,,0,1,17,0,0.00,0,2,-2,-10.59,-9.20
Heidar Berjaoui,de GER,MF,Berliner AK,2004,4,0,44,0.5,0,0,0,0,0.00,0.00,11,3.1,0.5,0,,0,4,11,1,0.25,2,2,0,0.00,+1.55
Divine Berko,de GER,FW,Gladbach,2006,3,2,208,2.3,0,0,0,0,0.00,0.00,69,15.4,2.3,2,90,2,1,28,0,2.33,6,3,+3,+1.30,+1.30
Tom Berling,de GER,DF,Meppen,2004,9,5,511,5.7,0,0,0,0,0.00,0.00,57,35.5,5.7,5,90,5,4,15,3,1.67,6,11,-5,-0.88,-0.88
Janne Berner,de GER,DF,Heidenheim,2005,13,10,873,9.7,0,0,0,0,0.00,0.00,67,60.6,9.7,10,84,8,3,10,1,1.77,12,11,+1,+0.10,+0.26
Luca Bernsdorf,de GER,DF,Bochum,2005,6,6,540,6.0,0,0,0,0,0.00,0.00,90,40.0,6.0,6,90,6,0,,1,1.67,9,8,+1,+0.17,-0.28
Maximilian Berschneider,de GER,DF,Nürnberg,2004,11,11,955,10.6,0,0,0,0,0.00,0.00,87,66.3,10.6,11,87,9,0,,0,2.18,24,8,+16,+1.51,+0.95
Sion Beuker,de GER,DF,Rot-Weiss Essen,2005,2,2,180,2.0,0,0,0,0,0.00,0.00,90,13.3,2.0,2,90,2,0,,0,0.00,3,5,-2,-1.00,+0.31
Lovis Bierschenk,de GER,FW,Mainz 05,2005,15,14,1164,12.9,8,8,0,1,0.62,0.62,78,80.8,12.9,14,82,7,1,19,0,2.44,47,11,+36,+2.78,+1.81
Matteo Bignetti,at AUT,GK,Eintracht Frankfurt,2004,4,4,360,4.0,0,0,0,0,0.00,0.00,90,25.0,4.0,4,90,4,0,,0,1.75,8,7,+1,+0.25,+0.08
Shahin Biniazz,,FW,Bonner,2004,1,1,45,0.5,0,0,0,0,0.00,0.00,45,3.3,0.5,1,45,0,0,,0,0.00,0,0,0,0.00,+1.24
Timo Birk,de GER,MF,Magdeburg,2004,10,9,659,7.3,1,1,0,0,0.14,0.14,66,45.8,7.3,9,72,1,1,7,1,1.40,13,13,0,0.00,+0.58
Johannes Birkl,de GER,MF,Ingolstadt,2004,2,0,24,0.3,0,0,0,0,0.00,0.00,12,1.7,0.3,0,,0,2,12,0,1.00,2,1,+1,+3.75,+3.75
Tom Bischof,de GER,MF,Hoffenheim,2005,6,6,525,5.8,4,4,0,0,0.69,0.69,88,36.5,5.8,6,88,4,0,,0,2.17,18,13,+5,+0.86,+0.37
Hendry Blank,de GER,DF,Dortmund,2004,12,7,741,8.2,1,1,0,0,0.12,0.12,62,54.9,8.2,7,86,6,5,27,0,2.20,19,5,+14,+1.70,+0.22
Luka Blazevic,de GER,FW,MSV Duisburg,2004,12,10,804,8.9,4,3,1,1,0.45,0.34,67,59.6,8.9,10,78,2,2,11,3,1.75,12,12,0,0.00,0.00
Alessandro Blažić,si SVN,GK,Köln,2006,9,9,810,9.0,0,0,0,0,0.00,0.00,90,60.0,9.0,9,90,9,0,,0,1.91,12,6,+6,+0.67,-2.17
Felix Blechschmidt,de GER,MF,St Pauli,2004,7,2,223,2.5,4,4,0,0,1.61,1.61,32,15.5,2.5,2,64,0,5,19,2,1.71,9,7,+2,+0.81,+0.36
Pascal Bleise,de GER,GK,Freiburg,2005,8,8,720,8.0,0,0,0,0,0.00,0.00,90,50.0,8.0,8,90,8,0,,8,0.50,9,23,-14,-1.75,-2.12
Stefan Bloch,de GER,DF,Gladbach,2005,3,1,167,1.9,0,0,0,0,0.00,0.00,56,12.4,1.9,1,90,1,2,39,5,0.33,2,5,-3,-1.62,-2.07
Maximilian Bluhm,de GER,FW,Bonner,2004,6,0,89,1.0,0,0,0,0,0.00,0.00,15,6.6,1.0,0,,0,6,15,2,0.67,1,2,-1,-1.01,+0.20
Elia Boachie Höppner,de GER,DF,Holstein Kiel,2004,8,6,460,5.1,0,0,0,0,0.00,0.00,58,31.9,5.1,6,69,2,2,22,0,0.88,3,10,-7,-1.37,+0.56
Divine Boafo,de GER,FW,Bochum,2005,13,5,577,6.4,1,1,0,0,0.16,0.16,44,42.7,6.4,5,72,1,8,27,0,1.38,17,9,+8,+1.25,+1.60
Benjamin Boakye,de GER,MF,Stuttgart,2005,12,11,902,10.0,4,4,0,0,0.40,0.40,75,62.6,10.0,11,79,5,1,33,0,1.08,20,17,+3,+0.30,-0.87
Derek Boakye-Osei,es ESP,DF,Eintracht Frankfurt,2006,8,8,720,8.0,0,0,0,0,0.00,0.00,90,50.0,8.0,8,90,8,0,,0,1.25,11,12,-1,-0.12,-0.62
Davis Boateng,de GER,MF,Wolfsburg,2004,14,10,890,9.9,0,0,0,0,0.00,0.00,64,61.8,9.9,10,80,4,4,22,1,1.29,18,11,+7,+0.71,+1.85
Benny Boboy,de GER,FW,Bonner,2004,13,12,1106,12.3,1,0,1,1,0.08,0.00,85,81.9,12.3,12,86,9,1,72,0,0.77,14,28,-14,-1.14,+0.34
Julius Bochmann,de GER,DF,Verl,2005,12,2,356,4.0,0,0,0,0,0.00,0.00,30,26.4,4.0,2,88,1,10,18,3,1.00,6,10,-4,-1.01,-0.29
Julian Bock,ch SUI,GK,Ingolstadt,2004,9,9,810,9.0,0,0,0,0,0.00,0.00,90,56.3,9.0,9,90,9,0,,5,0.67,11,20,-9,-1.00,-2.43
Felix Boelter,de GER,DF,Werder Bremen,2005,3,0,55,0.6,0,0,0,0,0.00,0.00,18,3.8,0.6,0,,0,3,18,6,2.33,2,3,-1,-1.64,-2.94
Yasin Böge,de GER,MF,Viktoria Berlin,2005,8,6,554,6.2,1,1,0,0,0.16,0.16,69,38.5,6.2,6,80,3,2,38,2,0.38,6,16,-10,-1.62,0.00
Yasin Böge,de GER,MF,Viktoria Berlin,2005,8,6,554,6.2,1,1,0,0,0.16,0.16,46,9.6,1.5,1,64,0,2,37,2,0.00,2,7,-5,-3.26,-3.33
Yasin Böge,de GER,MF,Hertha Zehlendorf,2005,3,1,138,1.5,0,0,0,0,0.00,0.00,69,38.5,6.2,6,80,3,2,38,2,0.38,6,16,-10,-1.62,0.00
Yasin Böge,de GER,MF,Hertha Zehlendorf,2005,3,1,138,1.5,0,0,0,0,0.00,0.00,46,9.6,1.5,1,64,0,2,37,2,0.00,2,7,-5,-3.26,-3.33
Timo Böhm,de GER,MF,Rot-Weiß Oberhausen,2005,7,0,175,1.9,2,2,0,0,1.03,1.03,25,13.0,1.9,0,,0,7,25,5,0.71,3,4,-1,-0.51,+0.71
Finn Böhmker,de GER,GK,Hamburger SV,2004,8,8,720,8.0,0,0,0,0,0.00,0.00,90,50.0,8.0,8,90,8,0,,5,1.50,11,17,-6,-0.75,-2.12
Patrick Böhmker,,MF,Hannover 96,,9,2,257,2.9,0,0,0,0,0.00,0.00,29,17.8,2.9,2,90,2,7,11,6,1.78,6,3,+3,+1.05,+0.75
Ludwig Bölke,de GER,MF,Magdeburg,2004,11,11,904,10.0,3,0,3,3,0.30,0.00,82,62.8,10.0,11,82,6,0,,0,1.00,17,19,-2,-0.20,+0.30
Nico Böll,de GER,MF,Bochum,2004,15,13,1080,12.0,0,0,0,0,0.00,0.00,72,80.0,12.0,13,81,9,2,15,0,1.47,24,17,+7,+0.58,+1.25
Lennart Bollenberg,de GER,DF,Rot-Weiss Essen,2005,10,8,779,8.7,0,0,0,0,0.00,0.00,78,57.7,8.7,8,89,7,2,33,1,0.70,15,20,-5,-0.58,+1.63
Safa Boran,de GER,DF,Karlsruher,2005,2,0,19,0.2,0,0,0,0,0.00,0.00,10,1.3,0.2,0,,0,2,10,0,1.50,0,0,0,0.00,-1.52
Lorenzo Bordo,hu HUN,FW,Hannover 96,1996,6,6,477,5.3,0,0,0,0,0.00,0.00,80,33.1,5.3,6,80,3,0,,3,1.00,7,10,-3,-0.57,-1.50
Mike Borger,de GER,FW,Darmstadt 98,2004,16,9,885,9.8,4,4,0,0,0.41,0.41,55,61.5,9.8,9,78,3,7,26,0,1.13,14,12,+2,+0.20,+0.04
Yvandro Borges Sanches,lu LUX,MF,Gladbach,2004,1,1,45,0.5,0,0,0,0,0.00,0.00,45,3.3,0.5,1,45,0,0,,0,0.00,3,2,+1,+2.00,+1.86
Lukas Bornschein,de GER,MF,Hamburger SV,2005,9,9,781,8.7,0,0,0,0,0.00,0.00,87,54.2,8.7,9,87,8,0,,0,2.33,17,11,+6,+0.69,+0.83
Enrique Bösl,do DOM,GK,Ingolstadt,2004,7,7,630,7.0,0,0,0,0,0.00,0.00,90,43.8,7.0,7,90,7,0,,3,1.88,18,8,+10,+1.43,+2.43
Winsley Boteli,ch SUI,FW,Gladbach,2006,4,3,253,2.8,1,1,0,0,0.36,0.36,63,18.7,2.8,3,75,2,1,28,1,1.75,4,5,-1,-0.36,-0.68
Anas Boukara,de GER,FW,Energie Cottbus,2005,10,3,350,3.9,0,0,0,0,0.00,0.00,35,24.3,3.9,3,67,0,7,21,2,0.20,6,8,-2,-0.51,+0.56
Niko Božičković,ba BIH,DF,Bochum,2005,15,15,1350,15.0,1,1,0,0,0.07,0.07,90,100.0,15.0,15,90,15,0,,0,1.47,26,21,+5,+0.33,
Keanu Brandt,de GER,MF,Hannover 96,2004,14,13,1095,12.2,2,0,2,2,0.16,0.00,78,76.0,12.2,13,83,6,1,22,0,2.00,27,12,+15,+1.23,+3.32
Matthias Bräuer,de GER,GK,Preußen Münster,2004,12,12,1077,12.0,0,0,0,0,0.00,0.00,90,79.8,12.0,12,90,11,0,,0,1.17,13,21,-8,-0.67,+1.31
Manuel Braun,de GER,MF,Wolfsburg,2005,16,16,1384,15.4,1,1,0,0,0.07,0.07,87,96.1,15.4,16,87,13,0,,0,1.25,25,26,-1,-0.07,-1.67
Cornelius Bräunling,de GER,MF,Dresden,2004,14,6,585,6.5,1,1,0,0,0.15,0.15,42,40.6,6.5,6,65,1,8,24,0,2.29,13,7,+6,+0.92,-0.34
Elias Breir,de GER,MF,Eintracht Frankfurt,2005,10,5,518,5.8,1,1,0,0,0.17,0.17,52,36.0,5.8,5,83,3,5,21,2,1.40,11,9,+2,+0.35,+0.25
Jonas Brenner,de GER,DF,Eintracht Trier,2004,8,8,680,7.6,0,0,0,0,0.00,0.00,85,47.2,7.6,8,85,6,0,,0,0.13,8,27,-19,-2.51,+1.27
Tim Brinkjost,de GER,DF,Paderborn 07,2005,5,0,78,0.9,0,0,0,0,0.00,0.00,16,5.8,0.9,0,,0,5,16,4,2.40,4,2,+2,+2.31,+1.67
Felix Brinkmann,de GER,DF,Paderborn 07,2005,2,2,115,1.3,0,0,0,0,0.00,0.00,58,8.5,1.3,2,58,0,0,,3,0.50,0,3,-3,-2.35,-3.37
Marko Brkić,ba BIH,FW,Wolfsburg,2005,3,0,43,0.5,0,0,0,0,0.00,0.00,14,3.0,0.5,0,,0,3,14,1,2.33,0,0,0,0.00,0.00
Edwin Bröse,de GER,FW,Energie Cottbus,2005,15,15,1318,14.6,0,0,0,0,0.00,0.00,88,91.5,14.6,15,88,13,0,,0,0.60,12,32,-20,-1.37,-5.05
Mats Brune,de GER,DF,Rot-Weiss Essen,2005,8,8,588,6.5,3,2,1,1,0.46,0.31,74,43.6,6.5,8,74,5,0,,1,0.50,11,20,-9,-1.38,-0.20
Malte Brüning,de GER,GK,Hamburger SV,2004,2,2,180,2.0,0,0,0,0,0.00,0.00,90,12.5,2.0,2,90,2,0,,0,2.00,7,6,+1,+0.50,+0.21
Felix Brunner,de GER,FW,Ingolstadt,2004,8,3,347,3.9,1,0,1,1,0.26,0.00,43,24.1,3.9,3,77,0,5,23,0,0.75,6,7,-1,-0.26,-0.42
Paris Brunner,de GER,FW,Dortmund,2006,10,9,711,7.9,2,2,0,0,0.25,0.25,71,52.7,7.9,9,75,2,1,34,1,2.08,17,5,+12,+1.52,-0.17
Mathis Bruns,de GER,DF,Union Berlin,2004,9,9,810,9.0,0,0,0,0,0.00,0.00,90,56.3,9.0,9,90,9,0,,0,1.44,22,13,+9,+1.00,-0.43
Milosz Brzozowski,pl POL,DF,Hansa Rostock,2004,14,14,1200,13.3,1,1,0,0,0.07,0.07,86,83.3,13.3,14,86,10,0,,0,1.21,24,33,-9,-0.68,+0.07
Leon Bucher,de GER,DF,Unterhaching,2004,14,10,983,10.9,0,0,0,0,0.00,0.00,70,68.3,10.9,10,83,7,4,38,0,1.29,13,11,+2,+0.18,+1.96
Tarek Buchmann,de GER,DF,Bayern Munich,2005,10,10,832,9.2,1,1,0,0,0.11,0.11,83,57.8,9.2,10,83,8,0,,0,1.70,18,12,+6,+0.65,+0.50
Philip Buczkowski,de GER,DF,Schalke 04,2005,6,1,247,2.7,2,2,0,0,0.73,0.73,41,18.3,2.7,1,90,1,5,31,3,2.17,12,3,+9,+3.28,+1.89
Julius Bugenhagen,de GER,DF,MSV Duisburg,2005,4,4,336,3.7,0,0,0,0,0.00,0.00,84,24.9,3.7,4,84,2,0,,0,1.75,4,4,0,0.00,0.00
Tom Buhl,de GER,GK,Bonner,2005,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.7,1.0,1,90,1,0,,2,3.00,2,1,+1,+1.00,+2.36
Eliot Bujupi,xk KVX,FW,Stuttgart,2006,1,0,30,0.3,0,0,0,0,0.00,0.00,30,2.1,0.3,0,,0,1,30,0,0.00,0,1,-1,-3.00,-3.70
Justin Bulang,de GER,DF,Dresden,2004,12,10,931,10.3,0,0,0,0,0.00,0.00,78,64.7,10.3,10,88,9,2,24,0,2.17,25,13,+12,+1.16,+0.10
Emre Bulut,de GER,MF,Astoria Walldorf,2004,16,15,1338,14.9,1,1,0,0,0.07,0.07,84,92.9,14.9,15,88,11,1,24,0,0.75,14,37,-23,-1.55,-0.66
Taylan Bulut,de GER,DF,Schalke 04,2006,4,3,286,3.2,0,0,0,0,0.00,0.00,72,21.2,3.2,3,90,3,1,16,0,2.25,7,5,+2,+0.63,-1.40
Daniel Bunk,de GER,MF,Düsseldorf,2004,12,12,1032,11.5,0,0,0,0,0.00,0.00,86,76.4,11.5,12,86,10,0,,0,1.92,14,13,+1,+0.09,-0.20
Dominik Burghard,de GER,MF,Rot-Weiß Oberhausen,2004,14,12,1153,12.8,4,4,0,0,0.31,0.31,82,85.4,12.8,12,90,12,2,37,0,0.79,13,24,-11,-0.86,+1.88
Maxim Burghardt,de GER,DF,Eintracht Trier,2004,8,6,579,6.4,1,1,0,0,0.16,0.16,72,40.2,6.4,6,85,4,2,35,0,0.00,2,21,-19,-2.95,+0.39
Sean Busch,de GER,FW,Wolfsburg,2004,11,4,538,6.0,1,1,0,0,0.17,0.17,49,37.4,6.0,4,87,0,7,27,0,1.09,11,14,-3,-0.50,-0.80
Benjamin Bußmann,de GER,GK,Köln,2005,1,1,90,1.0,0,0,0,0,0.00,0.00,90,6.7,1.0,1,90,1,0,,6,3.00,5,0,+5,+5.00,+3.71
Luca Butkovic,de GER,MF,Hamburger SV,2004,16,14,1252,13.9,4,4,0,0,0.29,0.29,78,86.9,13.9,14,85,8,2,33,0,1.94,34,28,+6,+0.43,+0.91
Cazimir Buturuga,ro ROU,MF,Reutlingen,2004,13,11,787,8.7,0,0,0,0,0.00,0.00,61,54.7,8.7,11,67,1,2,27,1,1.23,8,19,-11,-1.26,+0.53
Titas Buzas,lt LTU,MF,Augsburg,2004,7,2,309,3.4,0,0,0,0,0.00,0.00,44,21.5,3.4,2,77,1,5,31,4,1.29,5,8,-3,-0.87,-0.87
Leonis Buzhala,de GER,MF,Reutlingen,2004,6,3,239,2.7,0,0,0,0,0.00,0.00,40,16.6,2.7,3,52,0,3,28,0,0.17,3,8,-5,-1.88,-0.46
Efekan Çalikoğlu,de GER,FW,Holstein Kiel,2005,9,3,335,3.7,0,0,0,0,0.00,0.00,37,23.3,3.7,3,66,0,6,23,0,0.44,4,14,-10,-2.69,-1.22
Abdoul Camara,be BEL,FW,Hoffenheim,2004,1,0,6,0.1,0,0,0,0,0.00,0.00,6,0.4,0.1,0,,0,1,6,0,1.00,0,0,0,0.00,-0.63
Cole Campbell,us USA,FW,Dortmund,2006,4,1,111,1.2,0,0,0,0,0.00,0.00,28,8.2,1.2,1,56,0,3,18,1,1.86,2,0,+2,+1.62,+0.02
Mehmet Can Demirci,de GER,DF,Rot-Weiss Essen,2005,13,10,826,9.2,0,0,0,0,0.00,0.00,64,61.2,9.2,10,76,3,3,22,0,0.69,11,22,-11,-1.20,+0.18
Noah Can Kardam,de GER,MF,Berliner AK,2005,5,2,170,1.9,0,0,0,0,0.00,0.00,34,11.8,1.9,2,60,0,3,17,3,0.20,2,6,-4,-2.12,-0.70
Noah Can Kardam,de GER,MF,Berliner AK,2005,5,2,170,1.9,0,0,0,0,0.00,0.00,89,43.1,6.9,7,89,4,0,,0,1.00,8,20,-12,-1.74,-0.42
Noah Can Kardam,,FW,Berliner AK,,7,7,620,6.9,0,0,0,0,0.00,0.00,34,11.8,1.9,2,60,0,3,17,3,0.20,2,6,-4,-2.12,-0.70
Noah Can Kardam,,FW,Berliner AK,,7,7,620,6.9,0,0,0,0,0.00,0.00,89,43.1,6.9,7,89,4,0,,0,1.00,8,20,-12,-1.74,-0.42
Ayhan Cankor,de GER,FW,Hannover 96,2004,14,3,453,5.0,1,1,0,0,0.20,0.20,32,31.5,5.0,3,86,2,11,18,1,1.71,5,11,-6,-1.19,-2.38
Tiago Cardoso,lu LUX,GK,Gladbach,2006,2,2,180,2.0,0,0,0,0,0.00,0.00,90,13.3,2.0,2,90,2,0,,1,1.50,5,7,-2,-1.00,-1.38
Leon Čatak,de GER,FW,Freiburg,2005,15,9,932,10.4,6,5,1,1,0.58,0.48,62,64.7,10.4,9,85,6,6,28,0,1.07,19,24,-5,-0.48,+0.58
Benjamin Čaušević,ba BIH,FW,Ingolstadt,2004,16,11,980,10.9,3,3,0,0,0.28,0.28,61,68.1,10.9,11,82,5,5,15,0,1.25,22,22,0,0.00,-0.20
Elijah Ceesay,de GER,DF,Hamburger SV,2004,10,5,470,5.2,0,0,0,0,0.00,0.00,47,32.6,5.2,5,78,3,5,16,4,1.80,9,13,-4,-0.77,-1.60
Raul Celotto,de GER,MF,Hansa Rostock,2004,15,10,921,10.2,1,0,1,1,0.10,0.00,61,64.0,10.2,10,82,7,5,20,0,1.20,13,25,-12,-1.17,-1.35
Nils Chana,de GER,DF,Rot-Weiss Essen,2005,7,6,448,5.0,0,0,0,0,0.00,0.00,64,33.2,5.0,6,71,3,1,25,2,1.00,4,9,-5,-1.00,+0.39
Christian Chandler,us USA,MF,Verl,2004,10,10,716,8.0,2,2,0,0,0.25,0.25,72,53.0,8.0,10,72,1,0,,0,1.30,10,15,-5,-0.63,+0.37
Jean de Chatrie Doegl,at AUT,DF,Holstein Kiel,2004,14,9,817,9.1,0,0,0,0,0.00,0.00,58,56.7,9.1,9,78,3,5,23,1,0.79,12,24,-12,-1.32,+0.99
Melfraxave Chuisse,de GER,FW,Düsseldorf,2005,4,0,92,1.0,0,0,0,0,0.00,0.00,23,6.8,1.0,0,,0,4,23,6,2.25,2,0,+2,+1.96,+1.96
Emre Cil,de GER,DF,Hertha BSC,2005,1,0,5,0.1,0,0,0,0,0.00,0.00,5,0.3,0.1,0,,0,1,5,4,3.00,1,0,+1,+18.00,+15.49
Ervin Cindrak,de GER,MF,Bonner,2004,15,13,1103,12.3,2,2,0,0,0.16,0.16,74,81.7,12.3,13,81,8,2,28,0,0.87,13,28,-15,-1.22,-0.13
Anton Cindric,de GER,FW,1860 Munich,2004,1,0,28,0.3,0,0,0,0,0.00,0.00,28,1.9,0.3,0,,0,1,28,0,0.00,0,0,0,0.00,-0.25
Faroukou Cissé,de GER,DF,Dortmund,2004,15,15,1257,14.0,0,0,0,0,0.00,0.00,84,93.1,14.0,15,84,12,0,,0,2.22,29,7,+22,+1.58,-0.36
Matthew Collins,eng ENG,MF,Hannover 96,2004,8,1,166,1.8,0,0,0,0,0.00,0.00,21,11.5,1.8,1,90,1,7,11,7,2.00,2,6,-4,-2.17,-2.95
Nnamdi Collins,de GER,DF,Dortmund,2004,13,13,1168,13.0,0,0,0,0,0.00,0.00,90,86.5,13.0,13,90,12,0,,0,2.13,26,7,+19,+1.46,-1.01
Mamy Condé,de GER,DF,Magdeburg,2004,3,0,71,0.8,0,0,0,0,0.00,0.00,24,4.9,0.8,0,,0,3,24,1,0.33,2,2,0,0.00,+0.33
Giulio Conti,de GER,MF,Ingolstadt,2004,10,6,567,6.3,0,0,0,0,0.00,0.00,57,39.4,6.3,6,79,2,4,23,0,1.60,10,5,+5,+0.79,+1.21
Lucas Copado,de GER,FW,Bayern Munich,2004,2,2,180,2.0,0,0,0,0,0.00,0.00,90,12.5,2.0,2,90,2,0,,0,2.00,4,3,+1,+0.50,+0.07
Luis Cortijo Lange,de GER,FW,Köln,2005,13,2,433,4.8,2,2,0,0,0.42,0.42,33,32.1,4.8,2,67,0,11,27,1,2.29,13,2,+11,+2.29,+1.11
Jessé Costa,ca CAN,MF,Wolfsburg,2005,10,4,320,3.6,0,0,0,0,0.00,0.00,32,22.2,3.6,4,61,0,6,13,3,1.00,3,9,-6,-1.69,-2.17
Paul Ćulum,de GER,FW,Reutlingen,2004,1,0,13,0.1,0,0,0,0,0.00,0.00,13,0.9,0.1,0,,0,1,13,1,0.00,0,2,-2,-13.85,-12.46
Noel Czapelka,de GER,DF,Paderborn 07,2005,10,7,594,6.6,0,0,0,0,0.00,0.00,59,44.0,6.6,7,84,6,3,3,2,1.70,21,10,+11,+1.67,+1.67
Levin d'Aloia,de GER,DF,Paderborn 07,2005,10,7,611,6.8,0,0,0,0,0.00,0.00,61,45.3,6.8,7,77,2,3,24,1,1.50,11,11,0,0.00,-1.34
Kirac Dabak,de GER,DF,Viktoria Berlin,2004,11,11,928,10.3,0,0,0,0,0.00,0.00,84,64.4,10.3,11,84,9,0,,3,0.82,15,25,-10,-0.97,+1.84
Diren Dagdeviren,tr TUR,MF,Hoffenheim,2005,16,14,1256,14.0,2,2,0,0,0.14,0.14,79,87.2,14.0,14,84,11,2,37,0,1.75,30,27,+3,+0.21,-3.21
Muhammad Dahaba,de GER,DF,St Pauli,2005,16,16,1389,15.4,1,1,0,0,0.06,0.06,87,96.5,15.4,16,87,14,0,,0,1.56,34,25,+9,+0.58,+2.35
Maxim Dal,de GER,DF,Mainz 05,2006,2,2,180,2.0,0,0,0,0,0.00,0.00,90,12.5,2.0,2,90,2,0,,0,2.60,11,0,+11,+5.50,+3.50
Michel Dammeier,de GER,DF,Hannover 96,2004,13,13,1093,12.1,0,0,0,0,0.00,0.00,84,75.9,12.1,13,84,9,0,,0,1.69,22,17,+5,+0.41,-0.11
Bence Dárdai,hu HUN,MF,Hertha BSC,2006,13,12,970,10.8,6,6,0,0,0.56,0.56,75,67.4,10.8,12,79,4,1,19,0,2.33,38,11,+27,+2.51,-0.18
Aiman Dardari,lu LUX,MF,Mainz 05,2005,12,4,486,5.4,1,1,0,0,0.19,0.19,41,33.8,5.4,4,74,0,8,24,0,2.23,21,4,+17,+3.15,+1.07
Yannik Dasbach,de GER,DF,Gladbach,2006,3,2,188,2.1,0,0,0,0,0.00,0.00,63,13.9,2.1,2,68,1,1,53,1,2.33,3,2,+1,+0.48,+0.32
Henrik Daut,de GER,FW,Ingolstadt,2005,1,0,16,0.2,0,0,0,0,0.00,0.00,16,1.1,0.2,0,,0,1,16,0,3.00,0,0,0,0.00,-0.06
Anes Dautović,de GER,MF,Verl,2004,14,10,880,9.8,1,1,0,0,0.10,0.10,63,65.2,9.8,10,78,5,4,26,0,1.21,17,18,-1,-0.10,+2.00
Pierre De Faria Alves Pinto,de GER,FW,Preußen Münster,2004,10,10,779,8.7,0,0,0,0,0.00,0.00,78,57.7,8.7,10,78,1,0,,0,1.50,12,12,0,0.00,+2.21
Elias Decker,de GER,DF,Ingolstadt,2006,1,0,14,0.2,0,0,0,0,0.00,0.00,14,1.0,0.2,0,,0,1,14,2,3.00,0,0,0,0.00,-0.06
Dominik Dedaj,de GER,FW,Ingolstadt,2004,12,4,307,3.4,0,0,0,0,0.00,0.00,26,21.3,3.4,4,59,0,8,9,1,1.08,5,9,-4,-1.17,-1.57
Grigorijs Degtjarevs,lv LVA,FW,Mainz 05,2004,10,7,527,5.9,3,3,0,0,0.51,0.51,53,36.6,5.9,7,68,1,3,16,0,2.17,17,3,+14,+2.39,-0.07
Ole Deininger,de GER,DF,Reutlingen,2004,16,15,1351,15.0,2,2,0,0,0.13,0.13,84,93.8,15.0,15,90,15,1,1,0,1.00,21,43,-22,-1.47,+0.56
Emirhan Delifer,de GER,DF,Paderborn 07,2005,5,0,77,0.9,0,0,0,0,0.00,0.00,15,5.7,0.9,0,,0,5,15,4,2.00,2,1,+1,+1.17,+0.46
Davide Dell'Erba,de GER,MF,Augsburg,2004,12,12,1078,12.0,6,4,2,2,0.50,0.33,90,74.9,12.0,12,90,11,0,,0,1.67,28,22,+6,+0.50,+2.74
