Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Bastian Kummerow,de GER,MF,Viktoria Berlin,2006,10,6,477,5.3,0,0,0,0,0.00,0.00,48,44.2,5.3,6,63,0,4,25,1,1.00,8,14,-6,-1.13,-1.58
Bastian Kummerow,de GER,MF,Viktoria Berlin,2006,10,6,477,5.3,0,0,0,0,0.00,0.00,41,15.6,4.1,4,77,2,5,12,2,1.56,7,5,+2,+0.49,-0.60
Bastian Kummerow,de GER,MF,Dresden,2006,9,4,366,4.1,0,0,0,0,0.00,0.00,48,44.2,5.3,6,63,0,4,25,1,1.00,8,14,-6,-1.13,-1.58
Bastian Kummerow,de GER,MF,Dresden,2006,9,4,366,4.1,0,0,0,0,0.00,0.00,41,15.6,4.1,4,77,2,5,12,2,1.56,7,5,+2,+0.49,-0.60
Frederik Kunstmann,de GER,DF,Chemnitzer,2007,18,9,882,9.8,1,1,0,0,0.10,0.10,49,40.8,9.8,9,86,6,9,12,1,1.17,14,27,-13,-1.33,-1.47
Kelvin Kunstmann,de GER,DF,Darmstadt 98,2007,22,20,1559,17.3,1,1,0,0,0.06,0.06,71,66.6,17.3,20,75,7,2,26,0,0.91,19,33,-14,-0.81,-0.81
Jakob Kuntze,de GER,MF,Paderborn 07,2007,1,1,68,0.8,0,0,0,0,0.00,0.00,68,2.9,0.8,1,68,0,0,,0,1.00,2,2,0,0.00,-1.03
Jonas Kunz,de GER,DF,Rot-Weiß Walldorf,2006,2,0,24,0.3,0,0,0,0,0.00,0.00,12,2.2,0.3,0,,0,2,12,4,0.00,2,0,+2,+7.50,+8.86
Nevio Kunz,de GER,MF,Hennef,2007,23,9,925,10.3,1,1,0,0,0.10,0.10,40,39.5,10.3,9,63,0,14,26,0,0.83,16,23,-7,-0.68,+0.97
Nico Künzel,de GER,MF,Chemnitzer,2006,20,20,1654,18.4,9,9,0,0,0.49,0.49,83,76.6,18.4,20,83,8,0,,0,1.35,28,37,-9,-0.49,-0.13
Julien Kurowski,de GER,FW,Leverkusen,2007,10,4,490,5.4,0,0,0,0,0.00,0.00,49,22.7,5.4,4,87,3,6,24,4,1.93,9,9,0,0.00,-1.24
Alan Kurpejović,de GER,MF,Schott Mainz,2007,1,0,30,0.3,0,0,0,0,0.00,0.00,30,1.2,0.3,0,,0,1,30,0,3.00,0,0,0,0.00,+1.34
Hamza Kurt,de GER,DF,Greuther Fürth,2008,1,0,9,0.1,0,0,0,0,0.00,0.00,9,0.4,0.1,0,,0,1,9,0,0.00,0,0,0,0.00,+0.93
Taycan Kurt,de GER,FW,Hannover 96,2008,2,0,37,0.4,0,0,0,0,0.00,0.00,19,1.7,0.4,0,,0,2,19,0,0.50,1,1,0,0.00,-0.47
Mats Kurze,de GER,FW,Düsseldorf,2007,5,0,53,0.6,0,0,0,0,0.00,0.00,11,2.5,0.6,0,,0,5,11,4,2.00,1,1,0,0.00,-0.90
Timo Kurzka,de GER,GK,Jahn Regensburg,2007,2,2,180,2.0,0,0,0,0,0.00,0.00,90,7.7,2.0,2,90,2,0,,2,0.00,5,11,-6,-3.00,-1.71
Tino Kušanović,hr CRO,MF,Nürnberg,2008,1,0,22,0.2,0,0,0,0,0.00,0.00,22,0.9,0.2,0,,0,1,22,0,0.00,1,0,+1,+4.09,+3.39
Paul Kusch,de GER,MF,Greuther Fürth,2009,1,0,26,0.3,0,0,0,0,0.00,0.00,26,1.0,0.3,0,,0,1,26,0,0.00,0,1,-1,-3.46,-2.56
Jonah Kusi-Asare,se SWE,FW,Bayern Munich,2007,1,1,90,1.0,1,1,0,0,1.00,1.00,90,4.2,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+0.39
Sami Kusumović,de GER,DF,FSV Frankfurt,2007,17,0,243,2.7,0,0,0,0,0.00,0.00,14,9.6,2.7,0,,0,17,14,0,1.82,4,3,+1,+0.37,+0.25
Arsen Kusyi,ua UKR,MF,Holstein Kiel,2006,15,8,744,8.3,0,0,0,0,0.00,0.00,50,33.1,8.3,8,66,3,7,31,1,0.73,12,23,-11,-1.33,+0.10
Vitek Kuta,,DF,Dresden,2007,8,4,346,3.8,0,0,0,0,0.00,0.00,43,14.8,3.8,4,76,2,4,11,6,1.63,9,8,+1,+0.26,-0.87
Matthes Kutscher,de GER,DF,RB Leipzig,2008,1,0,28,0.3,0,0,0,0,0.00,0.00,28,1.3,0.3,0,,0,1,28,0,1.00,0,0,0,0.00,-0.68
Bedirhan Kütük,de GER,FW,Kickers Offenbach,2007,9,1,188,2.1,0,0,0,0,0.00,0.00,21,7.5,2.1,1,45,0,8,18,3,0.33,0,9,-9,-4.31,-3.27
Dominik López de la Cruz,de GER,FW,Carl Zeiss Jena,2008,1,0,11,0.1,0,0,0,0,0.00,0.00,11,0.5,0.1,0,,0,1,11,0,3.00,0,0,0,0.00,-0.54
Leonard Laatsch,de GER,MF,BTSV,2006,3,3,238,2.6,0,0,0,0,0.00,0.00,79,10.2,2.6,3,79,2,0,,0,0.00,4,12,-8,-3.03,-2.94
Luiz Labenz,de GER,MF,Hansa Rostock,2006,4,4,320,3.6,2,2,0,0,0.56,0.56,80,14.2,3.6,4,80,2,0,,0,1.25,8,5,+3,+0.84,+1.26
Linto Labonte,de GER,DF,Viktoria Köln,2006,12,7,570,6.3,0,0,0,0,0.00,0.00,48,22.6,6.3,7,67,2,5,20,0,1.50,10,12,-2,-0.32,-0.92
Benjamin Lade,de GER,GK,Hoffenheim,2006,19,19,1665,18.5,0,0,0,0,0.00,0.00,88,77.1,18.5,19,88,18,0,,2,1.58,50,44,+6,+0.32,-2.40
Linus Ladenburger,de GER,DF,Ulm,2007,13,9,782,8.7,0,0,0,0,0.00,0.00,60,33.4,8.7,9,82,7,4,12,5,0.77,17,22,-5,-0.58,+0.64
Eymen Laghrissi,de GER,MF,Karlsruher,2008,6,3,283,3.1,1,1,0,0,0.32,0.32,47,13.1,3.1,3,70,0,3,25,0,2.14,10,2,+8,+2.54,+0.82
Leart Lahi,de GER,DF,Meerbusch,2007,27,23,1857,20.6,1,1,0,0,0.05,0.05,69,73.7,20.6,23,78,14,4,16,0,0.63,24,53,-29,-1.41,+0.09
Noel Lakatos,hu HUN,DF,Ingolstadt,2007,14,9,818,9.1,0,0,0,0,0.00,0.00,58,35.0,9.1,9,76,4,5,26,2,2.36,23,11,+12,+1.32,+0.97
Calum Lamb,de GER,DF,Stuttgarter Kickers,2004,21,18,1565,17.4,5,5,0,0,0.29,0.29,75,62.1,17.4,18,82,11,3,31,1,1.76,39,24,+15,+0.86,+1.71
Christian Lamb,ca CAN,FW,Greuther Fürth,2007,8,3,288,3.2,0,0,0,0,0.00,0.00,36,11.4,3.2,3,45,0,5,31,0,0.63,4,10,-6,-1.87,-1.07
Julius Landgraf,de GER,DF,Erzgebirge Aue,2007,10,0,148,1.6,1,1,0,0,0.61,0.61,15,6.3,1.6,0,,0,10,15,5,1.40,3,1,+2,+1.22,+1.26
Finn-Ole Lang,de GER,DF,Hansa Rostock,2008,7,5,464,5.2,0,0,0,0,0.00,0.00,66,20.6,5.2,5,82,3,2,27,0,2.14,19,9,+10,+1.94,+2.75
Florian Lang,de GER,MF,Schott Mainz,2007,13,11,738,8.2,1,1,0,0,0.12,0.12,57,29.3,8.2,11,61,0,2,35,0,0.77,6,21,-15,-1.83,-0.72
Marvin Lang,de GER,DF,Ulm,2006,6,1,112,1.2,0,0,0,0,0.00,0.00,19,4.8,1.2,1,45,0,5,13,1,1.17,1,4,-3,-2.41,-1.48
Anton Lange,de GER,DF,Hannover 96,2006,20,20,1773,19.7,2,2,0,0,0.10,0.10,89,82.1,19.7,20,89,18,0,,0,1.30,49,40,+9,+0.46,-0.01
Tom Lange,de GER,GK,Hannover 96,2007,1,0,17,0.2,0,0,0,0,0.00,0.00,17,0.8,0.2,0,,0,1,17,19,3.00,2,0,+2,+10.59,+10.21
Niklas Langer,de GER,MF,Hallescher,2007,16,9,819,9.1,3,3,0,0,0.33,0.33,51,35.0,9.1,9,71,2,7,26,3,1.25,18,19,-1,-0.11,+0.78
Max Langerbein,de GER,MF,Rot-Weiß Oberhausen,2006,6,0,44,0.5,0,0,0,0,0.00,0.00,7,4.1,0.5,0,,0,6,7,4,2.00,0,0,0,0.00,+0.17
Felix Langhammer,de GER,MF,Osnabrück,2006,25,25,2212,24.6,1,1,0,0,0.04,0.04,88,94.5,24.6,25,88,22,0,,0,0.92,29,49,-20,-0.81,-1.52
Toni Langsteiner,de GER,MF,RB Leipzig,2008,6,3,328,3.6,1,1,0,0,0.27,0.27,55,15.2,3.6,3,90,2,3,20,1,1.67,4,5,-1,-0.27,-1.11
Max Lanzendörfer,de GER,MF,Carl Zeiss Jena,2007,23,12,1218,13.5,2,2,0,0,0.15,0.15,53,52.1,13.5,12,79,5,11,25,1,1.61,32,20,+12,+0.89,+0.73
Devin Laroussi,se SWE,MF,Darmstadt 98,2007,6,0,120,1.3,1,1,0,0,0.75,0.75,20,5.1,1.3,0,,0,6,20,0,1.50,2,3,-1,-0.75,-0.22
Adam Laszczynski,de GER,GK,Energie Cottbus,2007,7,7,630,7.0,0,0,0,0,0.00,0.00,90,26.9,7.0,7,90,7,0,,8,2.00,13,5,+8,+1.14,+2.20
Artan Latifi,de GER,MF,Mainz 05,2007,23,11,931,10.3,4,4,0,0,0.39,0.39,40,43.1,10.3,11,60,1,12,23,1,1.67,26,14,+12,+1.16,+0.65
Jannes Latzke,de GER,MF,Union Berlin,2007,10,2,241,2.7,0,0,0,0,0.00,0.00,24,11.2,2.7,2,90,2,8,8,3,1.80,4,7,-3,-1.12,-1.21
Fynn Laurin Stoehr,de GER,DF,Kickers Offenbach,2007,22,12,1127,12.5,0,0,0,0,0.00,0.00,51,44.7,12.5,12,76,8,10,22,1,0.55,14,41,-27,-2.16,-1.57
Henrik Lauterbach,de GER,MF,Eintracht Norderstedt,2007,11,11,865,9.6,2,2,0,0,0.21,0.21,79,80.1,9.6,11,79,9,0,,1,0.91,17,28,-11,-1.14,+0.95
Lennox Lebelt,de GER,GK,Viktoria Berlin,2007,8,8,720,8.0,0,0,0,0,0.00,0.00,90,66.7,8.0,8,90,8,0,,3,1.63,16,12,+4,+0.50,+2.25
Jason Lee Kriebus,de GER,DF,Elversberg,2007,16,4,538,6.0,0,0,0,0,0.00,0.00,34,21.3,6.0,4,70,1,12,22,4,0.56,6,19,-13,-2.17,-1.22
Lorenz Leger,de GER,FW,Unterhaching,2007,17,10,833,9.3,1,1,0,0,0.11,0.11,49,38.6,9.3,10,71,3,7,18,0,1.76,17,12,+5,+0.54,+0.74
Noah Lehmann,de GER,DF,Union Berlin,2007,18,18,1586,17.6,2,2,0,0,0.11,0.11,88,73.4,17.6,18,88,17,0,,0,1.50,39,36,+3,+0.17,+0.80
Joel Lehmeier,de GER,DF,Jahn Regensburg,2007,11,8,653,7.3,1,0,1,1,0.14,0.00,59,27.9,7.3,8,71,4,3,29,0,0.27,12,22,-10,-1.38,+0.06
Lukas Leidemann,de GER,MF,Hannover 96,2007,6,4,368,4.1,0,0,0,0,0.00,0.00,61,17.0,4.1,4,83,2,2,19,3,1.00,10,11,-1,-0.24,-0.85
Ferdinand Leis,de GER,DF,Heidenheim,2006,5,0,68,0.8,0,0,0,0,0.00,0.00,14,3.1,0.8,0,,0,5,14,0,2.40,0,2,-2,-2.65,-3.08
Ben Leiter,de GER,FW,Preußen Münster,2008,18,11,1091,12.1,3,3,0,0,0.25,0.25,61,43.3,12.1,11,79,5,7,32,0,0.94,16,33,-17,-1.40,-1.09
Luca Leitl,de GER,MF,Unterhaching,2007,1,0,19,0.2,0,0,0,0,0.00,0.00,19,0.9,0.2,0,,0,1,19,2,3.00,0,1,-1,-4.74,-4.86
Maksym Len,ua UKR,MF,Düsseldorf,2006,22,21,1827,20.3,5,4,1,1,0.25,0.20,83,84.6,20.3,21,86,17,1,11,0,1.83,43,24,+19,+0.94,+0.40
Tino Lennerth,de GER,DF,Stuttgarter Kickers,2006,23,20,1715,19.1,7,5,2,2,0.37,0.26,75,68.1,19.1,20,82,12,3,25,0,1.78,41,24,+17,+0.89,+2.12
Cajetan Lenz,de GER,MF,Bochum,2006,23,23,1877,20.9,3,3,0,0,0.14,0.14,82,86.9,20.9,23,82,14,0,,0,2.25,61,27,+34,+1.63,-1.55
Marvin Lenz,de GER,MF,Chemnitzer,2007,23,11,1068,11.9,2,2,0,0,0.17,0.17,46,49.4,11.9,11,75,3,12,20,1,1.30,20,33,-13,-1.10,-1.26
Tom Leon Politz,de GER,MF,St Pauli,2006,22,22,1958,21.8,1,0,1,1,0.05,0.00,89,83.7,21.8,22,89,20,0,,1,1.23,35,41,-6,-0.28,-0.98
Julian Leuchter,de GER,GK,Leverkusen,2008,1,1,90,1.0,0,0,0,0,0.00,0.00,90,4.2,1.0,1,90,1,0,,1,1.00,1,1,0,0.00,-1.00
Fynn Lienert,de GER,MF,Karlsruher,2007,1,0,31,0.3,0,0,0,0,0.00,0.00,31,1.4,0.3,0,,0,1,31,1,3.00,4,1,+3,+8.71,+6.98
Frederik Lightfoot,at AUT,GK,TuS Königsdorf,2007,3,3,270,3.0,0,0,0,0,0.00,0.00,90,21.4,3.0,3,90,3,0,,8,1.00,4,6,-2,-0.67,+0.79
Neo Lima,de GER,MF,Erzgebirge Aue,2007,22,21,1788,19.9,6,6,0,0,0.30,0.30,81,76.4,19.9,21,84,12,1,17,0,1.32,36,36,0,0.00,-0.16
Mubin Limkoski,mk MKD,FW,Jahn Regensburg,2007,20,17,1485,16.5,6,6,0,0,0.36,0.36,74,63.5,16.5,17,81,12,3,36,0,0.65,27,46,-19,-1.15,+0.74
Jerrit Lindhorst,de GER,MF,Werder Bremen,2006,9,2,273,3.0,0,0,0,0,0.00,0.00,30,12.6,3.0,2,90,2,7,13,8,2.22,10,7,+3,+0.99,+0.04
Jan Linow,de GER,MF,Hansa Rostock,2007,14,9,795,8.8,6,4,2,2,0.68,0.45,57,35.3,8.8,9,80,6,5,15,2,1.36,23,22,+1,+0.11,+0.55
Max Lippert,de GER,MF,Arminia,2006,24,24,1961,21.8,4,4,0,0,0.18,0.18,82,77.8,21.8,24,82,12,0,,0,1.79,51,33,+18,+0.83,+0.83
Clemens Lippmann,at AUT,DF,1860 Munich,2006,23,23,2043,22.7,3,3,0,0,0.13,0.13,89,94.6,22.7,23,89,20,0,,0,1.39,45,45,0,0.00,-1.54
Frans Lischewski,de GER,DF,Rot-Weiß Erfurt,2007,23,23,1963,21.8,0,0,0,0,0.00,0.00,85,83.9,21.8,23,85,14,0,,0,0.52,17,69,-52,-2.38,+1.67
Robin Lisewski,pl POL,GK,Dortmund,2006,22,22,1953,21.7,0,0,0,0,0.00,0.00,89,90.4,21.7,22,89,20,0,,0,2.21,65,21,+44,+2.03,-0.15
Nico Ljevar,de GER,MF,Greuther Fürth,2008,1,0,17,0.2,0,0,0,0,0.00,0.00,17,0.7,0.2,0,,0,1,17,0,3.00,3,0,+3,+15.88,+16.93
Florian Llugaxhija,xk KVX,DF,Greuther Fürth,2008,3,1,110,1.2,0,0,0,0,0.00,0.00,37,4.4,1.2,1,72,0,2,19,0,1.00,0,1,-1,-0.82,+0.12
Jannik Lober,de GER,FW,Greuther Fürth,2007,24,20,1575,17.5,6,6,0,0,0.34,0.34,66,62.5,17.5,20,73,7,4,28,0,0.79,25,46,-21,-1.20,-0.72
Julius Löffel,de GER,DF,Chemnitzer,2007,1,1,45,0.5,0,0,0,0,0.00,0.00,45,2.1,0.5,1,45,0,0,,0,0.00,0,3,-3,-6.00,-5.66
Luca Logiewa,de GER,DF,Dresden,2008,1,0,31,0.3,0,0,0,0,0.00,0.00,,,,0,,0,0,,1,,,,,,
Luca Logiewa,de GER,DF,Dresden,2008,1,0,31,0.3,0,0,0,0,0.00,0.00,31,1.3,0.3,0,,0,1,31,2,3.00,0,1,-1,-2.90,-3.96
Noah Loos,de GER,GK,Sandhausen,2007,1,0,31,0.3,0,0,0,0,0.00,0.00,31,1.3,0.3,0,,0,1,31,9,3.00,3,1,+2,+5.81,+5.73
Elias Lorenz,de GER,MF,Hallescher,2006,17,17,1501,16.7,2,2,0,0,0.12,0.12,88,64.1,16.7,17,88,13,0,,0,1.41,30,37,-7,-0.42,+0.55
Paul Lorenz,de GER,GK,Elversberg,2007,4,3,281,3.1,0,0,0,0,0.00,0.00,70,11.2,3.1,3,90,3,1,11,8,1.00,4,5,-1,-0.32,+1.01
Pepe Lorenz,de GER,DF,Hannover 96,2007,21,11,1182,13.1,1,1,0,0,0.08,0.08,56,54.7,13.1,11,85,7,10,25,2,1.52,27,27,0,0.00,-1.01
Jann Lotz,,MF,Sportfreunde Siegen,,10,4,450,5.0,0,0,0,0,0.00,0.00,45,35.7,5.0,4,79,1,6,23,0,1.60,9,17,-8,-1.60,-1.04
Adam Loune,de GER,MF,Eintracht Frankfurt,2006,20,3,708,7.9,1,1,0,0,0.13,0.13,35,32.8,7.9,3,78,2,17,28,4,1.91,17,13,+4,+0.51,-1.10
Luca Löwelt,de GER,MF,Chemnitzer,2006,20,20,1755,19.5,10,8,2,2,0.51,0.41,88,81.3,19.5,20,88,17,0,,0,1.25,30,42,-12,-0.62,-0.84
Nils Lox,de GER,GK,Viktoria Berlin,2006,4,4,360,4.0,0,0,0,0,0.00,0.00,90,33.3,4.0,4,90,4,0,,7,0.75,5,12,-7,-1.75,-2.25
John Lubeya,it ITA,DF,Alemannia Aachen,,17,5,646,7.2,0,0,0,0,0.00,0.00,38,25.6,7.2,5,86,2,12,18,3,1.12,7,17,-10,-1.39,-1.49
Jesper Lübke,de GER,FW,Arminia,2007,17,17,1375,15.3,1,1,0,0,0.07,0.07,81,54.6,15.3,17,81,13,0,,1,1.29,25,29,-4,-0.26,-1.99
Roko Lučić,de GER,FW,Rot-Weiß Erfurt,2007,10,1,257,2.9,0,0,0,0,0.00,0.00,26,11.0,2.9,1,45,0,9,24,0,0.30,1,13,-12,-4.20,-1.74
Veit Lückner,de GER,DF,Holstein Kiel,2006,22,16,1268,14.1,1,1,0,0,0.07,0.07,58,56.4,14.1,16,70,5,6,24,0,0.68,21,42,-21,-1.49,-0.21
Finn Ludwig,de GER,GK,Wehen Wiesbaden,2006,22,22,1980,22.0,0,0,0,0,0.00,0.00,90,78.6,22.0,22,90,22,0,,6,1.41,45,47,-2,-0.09,+1.41
Milan Ludwig,de GER,DF,Wehen Wiesbaden,2008,3,2,135,1.5,0,0,0,0,0.00,0.00,45,5.4,1.5,2,55,0,1,25,2,2.33,6,1,+5,+3.33,+3.94
Noah Luis Ahlers,de GER,GK,Holstein Kiel,2007,1,1,90,1.0,0,0,0,0,0.00,0.00,90,4.0,1.0,1,90,1,0,,7,3.00,4,2,+2,+2.00,+3.54
Justin Lukas,de GER,MF,Arminia,2006,15,15,1303,14.5,2,2,0,0,0.14,0.14,87,51.7,14.5,15,87,11,0,,0,1.80,40,18,+22,+1.52,+1.82
Boris Lum,de GER,MF,Hertha BSC,2007,6,6,495,5.5,1,0,1,1,0.18,0.00,83,22.9,5.5,6,83,5,0,,0,2.17,16,12,+4,+0.73,+1.65
Felix Luth,de GER,DF,Holstein Kiel,2007,23,17,1568,17.4,0,0,0,0,0.00,0.00,68,69.7,17.4,17,83,11,6,28,0,0.78,25,42,-17,-0.98,+1.40
Fanol Lutolli,xk KVX,FW,Karlsruher,2006,17,15,1207,13.4,11,10,1,1,0.82,0.75,71,55.9,13.4,15,76,5,2,31,0,2.17,35,11,+24,+1.79,-0.10
Farid Mabo Dibamba,de GER,DF,St Pauli,,19,17,1507,16.7,2,2,0,0,0.12,0.12,79,64.4,16.7,17,86,14,2,24,1,1.26,28,34,-6,-0.36,-0.68
Kingsley Madumere,de GER,FW,Magdeburg,2007,24,17,1397,15.5,7,7,0,0,0.45,0.45,58,59.7,15.5,17,74,9,7,19,2,1.67,65,35,+30,+1.93,+2.12
Islam Mahdhaoui,de GER,DF,Magdeburg,2008,5,1,162,1.8,1,1,0,0,0.56,0.56,32,6.9,1.8,1,90,1,4,18,1,2.40,8,4,+4,+2.22,+1.23
Anas Mahjoubi,de GER,DF,Dortmund,2007,15,2,407,4.5,0,0,0,0,0.00,0.00,27,18.8,4.5,2,39,0,13,25,3,2.27,16,3,+13,+2.87,+1.03
Linus Mahle,de GER,MF,Ulm,2007,25,25,2098,23.3,6,6,0,0,0.26,0.26,84,89.7,23.3,25,84,16,0,,1,1.08,43,63,-20,-0.86,+1.37
Jeremy Mahn,de GER,DF,Darmstadt 98,2007,19,7,749,8.3,1,1,0,0,0.12,0.12,39,32.0,8.3,7,70,2,12,22,1,0.95,13,15,-2,-0.24,+0.44
Elkana Maier,de GER,MF,Reutlingen,2006,12,12,1034,11.5,0,0,0,0,0.00,0.00,86,95.7,11.5,12,86,9,0,,0,1.33,16,20,-4,-0.35,-4.26
Marcello Maier,de GER,DF,Hoffenheim,2007,2,0,16,0.2,0,0,0,0,0.00,0.00,8,0.7,0.2,0,,0,2,8,4,3.00,0,0,0,0.00,-0.88
Marcello Maier,de GER,DF,Hoffenheim,2007,2,0,16,0.2,0,0,0,0,0.00,0.00,77,13.2,3.4,4,77,2,0,,0,1.50,7,11,-4,-1.17,-0.73
Marcello Maier,de GER,DF,Darmstadt 98,2007,4,4,308,3.4,0,0,0,0,0.00,0.00,8,0.7,0.2,0,,0,2,8,4,3.00,0,0,0,0.00,-0.88
Marcello Maier,de GER,DF,Darmstadt 98,2007,4,4,308,3.4,0,0,0,0,0.00,0.00,77,13.2,3.4,4,77,2,0,,0,1.50,7,11,-4,-1.17,-0.73
Robin Maier,de GER,DF,Freiburg,2006,20,9,926,10.3,0,0,0,0,0.00,0.00,46,39.6,10.3,9,69,3,11,27,0,1.35,18,19,-1,-0.10,-1.12
Samuele Mailer,de GER,MF,Nürnberg,2006,22,13,1292,14.4,0,0,0,0,0.00,0.00,59,55.2,14.4,13,87,10,9,18,0,1.59,28,25,+3,+0.21,-1.17
Daniel Major,de GER,FW,FSV Frankfurt,2006,22,20,1733,19.3,8,8,0,0,0.42,0.42,79,68.8,19.3,20,84,11,2,31,0,2.05,41,29,+12,+0.62,+1.54
Blessing Makanda,de GER,FW,Hoffenheim,2006,10,8,635,7.1,0,0,0,0,0.00,0.00,64,29.4,7.1,8,74,3,2,22,0,2.20,28,11,+17,+2.41,+2.17
Jayden Makwaya,at AUT,FW,Freiburg,2007,5,0,111,1.2,1,1,0,0,0.81,0.81,22,4.7,1.2,0,,0,5,22,2,2.40,7,0,+7,+5.68,+5.35
Aris Malaj,de GER,MF,Sandhausen,2006,25,19,1544,17.2,6,5,1,1,0.35,0.29,62,66.0,17.2,19,69,2,6,38,0,1.36,36,31,+5,+0.29,+0.40
Dženan Maličević,ba BIH,DF,Schott Mainz,2006,13,2,372,4.1,0,0,0,0,0.00,0.00,29,14.8,4.1,2,67,0,11,22,1,0.92,4,19,-15,-3.63,-2.71
Abdul Malik Yılmaz,de GER,MF,Köln,2006,15,9,804,8.9,4,4,0,0,0.45,0.45,54,37.2,8.9,9,68,0,6,32,1,1.75,15,12,+3,+0.34,-0.06
Amar Maloku,de GER,MF,Preußen Münster,2008,2,0,20,0.2,0,0,0,0,0.00,0.00,10,0.8,0.2,0,,0,2,10,0,0.00,0,0,0,0.00,+0.79
Jonah Maltzahn,de GER,MF,MSV Duisburg,2008,1,0,15,0.2,0,0,0,0,0.00,0.00,15,0.6,0.2,0,,0,1,15,0,0.00,0,2,-2,-12.00,-10.92
Tymofii Malykh,ua UKR,DF,Düsseldorf,2007,7,0,53,0.6,0,0,0,0,0.00,0.00,8,2.5,0.6,0,,0,7,8,6,2.57,1,1,0,0.00,-0.90
Mika Malzahn,de GER,MF,SV Babelsberg 03,2008,9,3,397,4.4,2,2,0,0,0.45,0.45,44,36.8,4.4,3,81,2,6,26,3,1.33,10,3,+7,+1.59,+3.04
Jassin Manai,de GER,DF,Karlsruher,2006,23,23,2036,22.6,4,4,0,0,0.18,0.18,89,94.3,22.6,23,89,21,0,,0,2.25,55,16,+39,+1.72,-1.91
Kristian Mandić,hr CRO,DF,Eintracht Frankfurt,2007,23,23,1974,21.9,2,2,0,0,0.09,0.09,86,91.4,21.9,23,86,17,0,,0,1.72,57,33,+24,+1.09,-1.81
Márkó Mándity,hu HUN,MF,Wolfsburg,2008,11,8,542,6.0,1,1,0,0,0.17,0.17,49,25.1,6.0,8,63,0,3,12,0,1.42,9,2,+7,+1.16,+0.49
Aduramane Mané,gw GNB,FW,St Pauli,2006,13,3,430,4.8,4,4,0,0,0.84,0.84,33,18.4,4.8,3,79,2,10,19,0,1.08,10,8,+2,+0.42,+0.65
Silas Mann,de GER,FW,Greuther Fürth,2007,26,14,1259,14.0,7,7,0,0,0.50,0.50,48,50.0,14.0,14,63,3,12,31,1,0.92,27,40,-13,-0.93,0.00
Kevin Manthey,de GER,FW,Hoffenheim,2007,7,0,121,1.3,0,0,0,0,0.00,0.00,17,5.6,1.3,0,,0,7,17,1,2.43,7,0,+7,+5.21,+4.59
Kevin Manthey,de GER,FW,Hoffenheim,2007,7,0,121,1.3,0,0,0,0,0.00,0.00,46,8.4,2.0,1,90,1,3,31,0,0.00,0,4,-4,-1.98,-3.21
Kevin Manthey,de GER,FW,Werder Bremen,2007,4,1,182,2.0,0,0,0,0,0.00,0.00,17,5.6,1.3,0,,0,7,17,1,2.43,7,0,+7,+5.21,+4.59
Kevin Manthey,de GER,FW,Werder Bremen,2007,4,1,182,2.0,0,0,0,0,0.00,0.00,46,8.4,2.0,1,90,1,3,31,0,0.00,0,4,-4,-1.98,-3.21
Elishama Manyaka,de GER,FW,Meppen,2008,1,0,23,0.3,0,0,0,0,0.00,0.00,23,1.0,0.3,0,,0,1,23,0,1.00,1,0,+1,+3.91,+4.61
Donat Maraj,de GER,DF,Sandhausen,2006,23,6,710,7.9,4,4,0,0,0.51,0.51,31,30.3,7.9,6,63,0,17,20,1,1.35,23,16,+7,+0.89,+1.05
Liam Marheineke,de GER,DF,BTSV,2006,20,18,1504,16.7,7,7,0,0,0.42,0.42,75,64.3,16.7,18,79,9,2,37,0,1.35,39,38,+1,+0.06,+1.24
Emanuel Marincau,ro ROU,FW,Mainz 05,2006,24,19,1707,19.0,3,3,0,0,0.16,0.16,71,79.0,19.0,19,83,15,5,25,0,1.60,40,28,+12,+0.63,-0.76
Anas Marjane,de GER,DF,FSV Frankfurt,2008,5,0,95,1.1,0,0,0,0,0.00,0.00,19,3.8,1.1,0,,0,5,19,0,0.80,3,2,+1,+0.95,+0.84
Felix Mark,de GER,GK,Heidenheim,2008,16,16,1440,16.0,0,0,0,0,0.00,0.00,90,66.7,16.0,16,90,16,0,,2,1.63,34,25,+9,+0.56,+0.69
Luis Markert,de GER,DF,Schweinfurt,2006,11,11,917,10.2,0,0,0,0,0.00,0.00,83,84.9,10.2,11,83,9,0,,0,0.64,15,32,-17,-1.67,+1.09
Andrik Markgraf,de GER,DF,Union Berlin,2006,7,3,345,3.8,0,0,0,0,0.00,0.00,49,16.0,3.8,3,80,0,4,27,0,2.14,11,8,+3,+0.78,+0.98
Jonah Markötter,de GER,MF,Paderborn 07,2007,24,17,1250,13.9,8,8,0,0,0.58,0.58,52,53.4,13.9,17,63,1,7,26,1,1.71,32,19,+13,+0.94,-0.14
