Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Luis Alaze,de GER,MF,Dortmund,2009,1,0,13,0.1,0,0,0,0,0.00,0.00,13,1.2,0.1,0,,0,1,13,0,3.00,0,1,-1,-6.92,-8.86
Felix Albers,de GER,MF,Viktoria Köln,2007,10,10,858,9.5,0,0,0,0,0.00,0.00,86,79.4,9.5,10,86,6,0,,0,1.60,17,10,+7,+0.73,+1.14
Mathis Albert,us USA,FW,Dortmund,2009,9,9,651,7.2,7,6,1,1,0.97,0.83,72,60.3,7.2,9,72,3,0,,0,2.56,22,6,+16,+2.21,+0.95
Ben Albrecht,de GER,DF,Erzgebirge Aue,2008,13,10,933,10.4,0,0,0,0,0.00,0.00,72,74.0,10.4,10,88,8,3,19,1,0.77,16,27,-11,-1.06,+0.59
Fabian Albrecht,de GER,DF,Osnabrück,2007,13,13,1169,13.0,1,1,0,0,0.08,0.08,90,92.8,13.0,13,90,12,0,,0,0.31,12,37,-25,-1.92,+0.05
Leonardo Alcazar,de GER,MF,Kickers Offenbach,2007,10,4,419,4.7,1,1,0,0,0.21,0.21,42,38.8,4.7,4,52,0,6,35,0,0.40,5,20,-15,-3.22,+0.86
Ivan Aleksandrov,ru RUS,FW,Carl Zeiss Jena,2008,5,0,87,1.0,1,1,0,0,1.03,1.03,17,8.1,1.0,0,,0,5,17,1,1.20,3,2,+1,+1.03,+1.40
Xie Alexander,cn CHN,MF,Stuttgart,2007,11,5,537,6.0,0,0,0,0,0.00,0.00,49,49.7,6.0,5,77,1,6,26,0,2.36,23,9,+14,+2.35,+0.03
Tyron Alexandre,de GER,DF,Osnabrück,2008,6,1,142,1.6,0,0,0,0,0.00,0.00,24,11.3,1.6,1,90,1,5,10,2,0.17,2,7,-5,-3.17,-1.40
Odey Alfashtaki,sy SYR,MF,Saarbrücken,2009,1,0,25,0.3,0,0,0,0,0.00,0.00,25,2.3,0.3,0,,0,1,25,0,0.00,0,1,-1,-3.60,-1.89
Malik Aliç,ba BIH,FW,Berliner AK,2008,2,0,13,0.1,0,0,0,0,0.00,0.00,7,1.0,0.1,0,,0,2,7,5,2.00,0,0,0,0.00,+0.22
Musa Alkan,de GER,MF,Union Berlin,2007,6,3,228,2.5,1,1,0,0,0.39,0.39,38,18.1,2.5,3,58,0,3,18,1,3.00,9,2,+7,+2.76,+0.67
Felix Alschner,de GER,MF,Dresden,2007,8,8,720,8.0,0,0,0,0,0.00,0.00,90,57.1,8.0,8,90,8,0,,0,0.88,13,22,-9,-1.13,+1.04
Ali Altay,de GER,FW,BTSV,2007,12,11,928,10.3,6,6,0,0,0.58,0.58,77,85.9,10.3,11,82,5,1,31,0,0.58,23,30,-7,-0.68,+1.69
Kerim Altunisik,de GER,MF,MSV Duisburg,2008,1,0,12,0.1,0,0,0,0,0.00,0.00,12,1.1,0.1,0,,0,1,12,1,3.00,0,1,-1,-7.50,-7.42
Aron Amaglo,de GER,MF,St Pauli,2009,7,5,418,4.6,0,0,0,0,0.00,0.00,60,38.7,4.6,5,72,2,2,29,1,1.43,11,9,+2,+0.43,+0.43
Marces Amaniampong,de GER,DF,St Pauli,2007,10,4,455,5.1,0,0,0,0,0.00,0.00,46,42.1,5.1,4,76,1,6,25,0,1.30,5,8,-3,-0.59,-1.31
Marlon Ambos,de GER,MF,Elversberg,2008,12,11,992,11.0,4,4,0,0,0.36,0.36,83,91.9,11.0,11,86,8,1,45,0,0.42,11,41,-30,-2.72,-4.77
Emilio Ambrosius,de GER,DF,Karlsruher,2008,7,4,418,4.6,1,1,0,0,0.22,0.22,60,38.7,4.6,4,77,2,3,36,4,1.43,9,6,+3,+0.65,+2.14
Deyan Ameen,de GER,MF,Viktoria Berlin,2007,1,1,45,0.5,0,0,0,0,0.00,0.00,45,4.2,0.5,1,45,0,0,,0,0.00,1,4,-3,-6.00,-4.52
Dodji Amegan,de GER,MF,Greuther Fürth,2008,6,0,85,0.9,0,0,0,0,0.00,0.00,14,7.9,0.9,0,,0,6,14,0,1.00,2,1,+1,+1.06,+1.69
Gabriel Amisso,de GER,MF,Viktoria Köln,2007,8,3,288,3.2,1,1,0,0,0.31,0.31,36,26.7,3.2,3,65,0,5,18,0,1.50,5,3,+2,+0.62,+0.17
Finn Ammann,de GER,DF,Kaiserslautern,2007,10,10,889,9.9,0,0,0,0,0.00,0.00,89,82.3,9.9,10,89,9,0,,1,1.80,18,16,+2,+0.20,-2.15
Amer Ammar,de GER,DF,Dresden,2007,11,11,969,10.8,1,1,0,0,0.09,0.09,88,76.9,10.8,11,88,10,0,,1,0.91,18,30,-12,-1.11,+1.98
Reuel Amoah Duah,de GER,FW,St Pauli,2009,2,0,26,0.3,0,0,0,0,0.00,0.00,13,2.4,0.3,0,,0,2,13,0,1.50,1,0,+1,+3.46,+3.38
Mohamed Amrachi,de GER,MF,Schott Mainz,2008,7,1,225,2.5,0,0,0,0,0.00,0.00,32,20.8,2.5,1,45,0,6,30,0,0.43,1,6,-5,-2.00,+3.05
Nico Anand,de GER,MF,Jahn Regensburg,2008,4,2,204,2.3,0,0,0,0,0.00,0.00,51,18.9,2.3,2,68,0,2,34,0,0.75,3,4,-1,-0.44,-0.34
Mathys Angély,fr FRA,DF,Wolfsburg,2007,4,4,315,3.5,1,1,0,0,0.29,0.29,79,29.2,3.5,4,79,3,0,,0,3.00,17,2,+15,+4.29,+2.40
Lennox Anlauf,de GER,FW,BTSV,2007,1,0,16,0.2,0,0,0,0,0.00,0.00,16,1.5,0.2,0,,0,1,16,0,0.00,0,0,0,0.00,+0.93
Maximilian Apelt,de GER,DF,Holstein Kiel,2007,12,12,1053,11.7,0,0,0,0,0.00,0.00,88,97.5,11.7,12,88,8,0,,0,1.92,23,18,+5,+0.43,-2.91
Elom Apemegno,de GER,DF,Ingolstadt,2008,9,0,204,2.3,5,5,0,0,2.21,2.21,23,18.9,2.3,0,,0,9,23,0,1.44,10,5,+5,+2.21,+1.59
Yasin Araz,,DF,Berliner AK,2007,6,3,256,2.8,0,0,0,0,0.00,0.00,43,20.3,2.8,3,62,1,3,23,1,1.00,1,10,-9,-3.16,-3.70
Elias Arden,de GER,MF,Düsseldorf,2008,12,12,1069,11.9,0,0,0,0,0.00,0.00,89,99.0,11.9,12,89,11,0,,0,1.42,17,14,+3,+0.25,+0.25
Max Arlinghaus,de GER,MF,Eintracht Frankfurt,2008,7,2,183,2.0,0,0,0,0,0.00,0.00,26,16.9,2.0,2,62,0,5,12,1,1.00,3,10,-7,-3.44,-4.35
Olivér Árnits,hu HUN,DF,1860 Munich,2008,10,8,700,7.8,0,0,0,0,0.00,0.00,70,64.8,7.8,8,76,4,2,45,2,0.90,13,17,-4,-0.51,+0.20
Dimitrios Aroutsidis,de GER,MF,Rot-Weiß Oberhausen,2008,14,6,586,6.5,0,0,0,0,0.00,0.00,42,46.5,6.5,6,66,1,8,24,0,1.57,11,11,0,0.00,+0.67
Asher Artz,de GER,FW,Gladbach,2008,9,2,257,2.9,0,0,0,0,0.00,0.00,29,20.4,2.9,2,68,1,7,17,3,2.56,7,7,0,0.00,-1.08
Jaden Asamoah,de GER,FW,Alemannia Aachen,2007,11,11,789,8.8,0,0,0,0,0.00,0.00,72,73.1,8.8,11,72,2,0,,0,0.64,8,21,-13,-1.48,-0.56
Joel Aseidu,de GER,DF,St Pauli,2007,10,9,750,8.3,0,0,0,0,0.00,0.00,75,69.4,8.3,9,82,3,1,16,0,1.20,12,13,-1,-0.12,-0.94
Ismael Aseko,de GER,FW,Viktoria Berlin,2007,7,6,404,4.5,3,3,0,0,0.67,0.67,58,37.4,4.5,6,60,0,1,45,0,1.71,11,7,+4,+0.89,+4.09
Elfried Assiobo,de GER,FW,Köln,2009,1,1,45,0.5,0,0,0,0,0.00,0.00,45,4.2,0.5,1,45,0,0,,0,3.00,3,2,+1,+2.00,+0.35
Adrian Atanasovski,mk MKD,DF,Nürnberg,2008,4,0,42,0.5,1,1,0,0,2.14,2.14,11,3.9,0.5,0,,0,4,11,7,1.75,1,0,+1,+2.14,+1.19
Bryan Atchoffo,de GER,GK,Ingolstadt,2007,12,12,1035,11.5,0,0,0,0,0.00,0.00,86,95.8,11.5,12,86,11,0,,0,1.58,31,22,+9,+0.78,-3.22
Ibrahim Ati Allah,de GER,MF,Wehen Wiesbaden,2007,12,12,1055,11.7,10,10,0,0,0.85,0.85,88,97.7,11.7,12,88,10,0,,0,1.42,28,27,+1,+0.09,+3.69
Ahmed Atilgan,de GER,FW,Werder Bremen,2009,2,1,78,0.9,0,0,0,0,0.00,0.00,39,7.2,0.9,1,62,0,1,16,0,1.50,2,2,0,0.00,+0.99
Emil Aumann,de GER,GK,Darmstadt 98,2007,1,1,90,1.0,0,0,0,0,0.00,0.00,90,8.3,1.0,1,90,1,0,,3,3.00,5,2,+3,+3.00,+3.45
Berkay Avcu,de GER,GK,Blumenthaler,2008,3,3,224,2.5,0,0,0,0,0.00,0.00,75,20.7,2.5,3,75,2,0,,1,0.00,2,11,-9,-3.62,-1.62
Benjamin Avzii,de GER,MF,Viktoria Köln,2007,11,6,542,6.0,2,0,2,2,0.33,0.00,49,50.2,6.0,6,69,1,5,26,0,1.27,12,9,+3,+0.50,0.00
Abdel-Haq Awali,de GER,MF,BTSV,2009,10,8,772,8.6,1,1,0,0,0.12,0.12,77,71.5,8.6,8,88,6,2,35,0,0.30,14,31,-17,-1.98,-3.74
Joel Awuah,de GER,DF,Energie Cottbus,2007,13,13,1155,12.8,0,0,0,0,0.00,0.00,89,91.7,12.8,13,89,12,0,,0,2.23,41,18,+23,+1.79,+3.51
Uğur Ay,de GER,FW,Eintracht Frankfurt,2008,5,1,125,1.4,1,1,0,0,0.72,0.72,25,11.6,1.4,1,45,0,4,20,0,1.20,2,6,-4,-2.88,-3.45
Akram Ayadi,de GER,DF,Eintracht Frankfurt,2007,12,12,986,11.0,0,0,0,0,0.00,0.00,82,91.3,11.0,12,82,8,0,,0,1.58,27,28,-1,-0.09,-2.96
Üveys Ayan,de GER,FW,Nürnberg,2008,6,1,111,1.2,0,0,0,0,0.00,0.00,19,10.3,1.2,1,88,0,5,5,5,2.50,3,2,+1,+0.81,-0.21
Pasa Aydoğan,de GER,MF,Hertha BSC,2008,12,6,721,8.0,1,1,0,0,0.12,0.12,60,57.2,8.0,6,86,5,6,34,2,1.75,19,17,+2,+0.25,-0.59
Efekan Aygüneş,de GER,FW,Karlsruher,2008,5,0,90,1.0,1,1,0,0,1.00,1.00,18,8.3,1.0,0,,0,5,18,0,0.80,3,2,+1,+1.00,+1.82
Luis Baasen Maldonado,pe PER,MF,Dresden,2008,6,5,384,4.3,0,0,0,0,0.00,0.00,64,30.5,4.3,5,74,1,1,12,0,1.00,8,13,-5,-1.17,+0.57
Enes Babayiğit,de GER,FW,Rot-Weiß Oberhausen,2007,4,3,280,3.1,1,1,0,0,0.32,0.32,70,22.2,3.1,3,82,1,1,33,0,1.50,6,6,0,0.00,+0.46
David Babić,rs SRB,MF,Augsburg,2008,2,0,22,0.2,0,0,0,0,0.00,0.00,11,2.0,0.2,0,,0,2,11,2,2.00,0,0,0,0.00,-1.02
Diego Backes,de GER,DF,Schalke 04,2008,10,10,826,9.2,2,2,0,0,0.22,0.22,83,65.6,9.2,10,83,5,0,,0,2.60,25,6,+19,+2.07,+2.69
Eddy Backes,de GER,FW,Schott Mainz,2008,8,5,476,5.3,0,0,0,0,0.00,0.00,60,44.1,5.3,5,68,0,3,45,0,0.38,3,19,-16,-3.03,+2.49
Ali Badem,de GER,MF,Berliner AK,2008,5,0,103,1.1,0,0,0,0,0.00,0.00,21,8.2,1.1,0,,0,5,21,3,0.80,0,3,-3,-2.62,-2.62
Eren Badem,de GER,MF,Berliner AK,2008,11,7,649,7.2,0,0,0,0,0.00,0.00,59,51.5,7.2,7,83,4,4,17,2,1.91,10,17,-7,-0.97,-1.56
Tom Bader,de GER,MF,Hansa Rostock,2008,12,9,888,9.9,11,11,0,0,1.11,1.11,74,82.2,9.9,9,86,4,3,37,0,1.50,29,18,+11,+1.11,+3.93
Ahmad Badran,ps PLE,MF,Energie Cottbus,2007,14,14,1111,12.3,9,9,0,0,0.73,0.73,79,88.2,12.3,14,79,5,0,,0,2.07,36,17,+19,+1.54,+0.33
Kian Badrei,,MF,Blumenthaler,,11,7,537,6.0,1,1,0,0,0.17,0.17,49,49.7,6.0,7,61,0,4,28,0,0.55,14,13,+1,+0.17,+4.97
Luca Baer,de GER,MF,Rot-Weiss Essen,2008,1,0,31,0.3,0,0,0,0,0.00,0.00,31,2.9,0.3,0,,0,1,31,0,1.00,0,0,0,0.00,+0.17
Elyas Bağcı,tr TUR,MF,Hertha BSC,2008,14,13,1151,12.8,1,1,0,0,0.08,0.08,82,91.3,12.8,13,87,10,1,23,0,1.71,32,24,+8,+0.63,+1.45
Chernoh Bah,de GER,FW,Kickers Offenbach,2007,5,4,368,4.1,2,2,0,0,0.49,0.49,74,34.1,4.1,4,79,3,1,53,0,0.00,5,26,-21,-5.14,-2.10
Luca Bahls,de GER,MF,Erzgebirge Aue,2007,14,4,519,5.8,0,0,0,0,0.00,0.00,37,41.2,5.8,4,66,1,10,26,0,0.93,4,18,-14,-2.43,-2.06
Paul Bahoya,fr FRA,DF,Eintracht Frankfurt,2008,4,4,261,2.9,0,0,0,0,0.00,0.00,65,24.2,2.9,4,65,0,0,,0,3.00,12,4,+8,+2.76,+3.42
David Baizel,de GER,GK,Saarbrücken,2008,5,5,450,5.0,0,0,0,0,0.00,0.00,90,41.7,5.0,5,90,5,0,,2,0.40,6,13,-7,-1.40,+0.60
Corneille Bala Bindzi,de GER,DF,Elversberg,2007,3,3,270,3.0,0,0,0,0,0.00,0.00,90,25.0,3.0,3,90,3,0,,0,1.33,6,9,-3,-1.00,+1.78
Saido Baldé,pt POR,FW,Wolfsburg,2008,7,1,105,1.2,0,0,0,0,0.00,0.00,15,9.7,1.2,1,45,0,6,10,2,2.57,3,4,-1,-0.86,-3.81
Fabian Balg,de GER,MF,Energie Cottbus,2008,13,4,465,5.2,1,1,0,0,0.19,0.19,36,36.9,5.2,4,61,0,9,24,0,2.00,11,8,+3,+0.58,-1.46
Jan Ballmann,de GER,DF,Kickers Offenbach,2009,1,1,45,0.5,0,0,0,0,0.00,0.00,45,4.2,0.5,1,45,0,0,,0,0.00,1,6,-5,-10.00,-6.52
Mike Balonier,de GER,DF,Darmstadt 98,2007,12,12,1061,11.8,0,0,0,0,0.00,0.00,88,98.2,11.8,12,88,11,0,,0,1.17,23,28,-5,-0.42,-14.63
Şahin Balta,de GER,FW,Eintracht Frankfurt,2008,10,5,518,5.8,1,1,0,0,0.17,0.17,52,48.0,5.8,5,76,1,5,28,1,1.60,12,19,-7,-1.22,-2.66
Valentin Bannert,de GER,FW,1860 Munich,2008,9,2,270,3.0,2,2,0,0,0.67,0.67,30,25.0,3.0,2,72,0,7,18,3,1.00,6,6,0,0.00,+0.78
Tim Bärenwaldt,de GER,DF,Arminia,2007,10,8,755,8.4,0,0,0,0,0.00,0.00,76,59.9,8.4,8,83,5,2,45,1,0.50,10,19,-9,-1.07,+0.17
Louis Barkow,de GER,DF,Hansa Rostock,2007,3,2,148,1.6,0,0,0,0,0.00,0.00,49,13.7,1.6,2,68,0,1,12,3,1.00,1,4,-3,-1.82,-2.60
Finn Barkowski,de GER,MF,Hamburger SV,2008,12,12,936,10.4,5,4,1,1,0.48,0.38,78,86.7,10.4,12,78,4,0,,0,2.83,37,13,+24,+2.31,+2.31
Sejoba Barnes,de GER,FW,MSV Duisburg,2007,10,8,568,6.3,1,1,0,0,0.16,0.16,57,52.6,6.3,8,67,0,2,18,2,1.00,7,8,-1,-0.16,+0.02
Jasha Barry,de GER,FW,Eintracht Frankfurt,2007,7,1,252,2.8,0,0,0,0,0.00,0.00,36,23.3,2.8,1,90,1,6,27,1,1.00,4,10,-6,-2.14,-3.01
Sadou Barry,de GER,DF,Union Berlin,2008,10,6,441,4.9,2,2,0,0,0.41,0.41,44,35.0,4.9,6,59,1,4,21,0,2.80,15,7,+8,+1.63,-0.89
Felix Bartoschik,de GER,DF,Jahn Regensburg,2008,6,6,457,5.1,0,0,0,0,0.00,0.00,76,42.3,5.1,6,76,2,0,,1,0.83,9,14,-5,-0.98,-1.42
Jonas Bärwind,de GER,MF,St Pauli,2009,1,0,13,0.1,0,0,0,0,0.00,0.00,13,1.2,0.1,0,,0,1,13,0,3.00,0,0,0,0.00,-0.17
Leon Batolov,de GER,FW,Karlsruher,2007,9,2,289,3.2,1,1,0,0,0.31,0.31,32,26.8,3.2,2,78,0,7,19,2,1.00,5,8,-3,-0.93,-0.37
Lars Bauer,de GER,DF,Schott Mainz,2007,4,4,313,3.5,0,0,0,0,0.00,0.00,78,29.0,3.5,4,78,1,0,,0,0.00,1,17,-16,-4.60,-0.26
Max Baumstark,de GER,MF,Karlsruher,2008,7,2,241,2.7,0,0,0,0,0.00,0.00,34,22.3,2.7,2,71,0,5,20,0,0.86,3,6,-3,-1.12,-0.58
Kimi Baur,de GER,MF,Freiburg,2008,5,2,189,2.1,0,0,0,0,0.00,0.00,38,17.5,2.1,2,47,0,3,32,0,1.20,6,5,+1,+0.48,+0.17
Boran Bayrak,de GER,FW,Viktoria Köln,2008,6,0,84,0.9,0,0,0,0,0.00,0.00,14,7.8,0.9,0,,0,6,14,0,1.17,2,1,+1,+1.07,+0.62
Mikael Baza,de GER,DF,Hamburger SV,2010,1,0,29,0.3,0,0,0,0,0.00,0.00,29,2.7,0.3,0,,0,1,29,0,3.00,1,2,-1,-3.10,-5.24
Kjell Becher,de GER,DF,Alemannia Aachen,2007,12,12,1080,12.0,0,0,0,0,0.00,0.00,90,100.0,12.0,12,90,12,0,,0,0.67,11,27,-16,-1.33,
Kerim Beck,de GER,DF,Schott Mainz,2008,10,8,656,7.3,0,0,0,0,0.00,0.00,66,60.7,7.3,8,73,4,2,37,0,0.00,3,42,-39,-5.35,-2.38
Luis Beck,de GER,DF,Saarbrücken,2008,12,7,681,7.6,0,0,0,0,0.00,0.00,57,63.1,7.6,7,71,0,5,37,0,0.67,7,23,-16,-2.11,-0.99
Jan Becker,de GER,FW,Wehen Wiesbaden,2007,5,5,405,4.5,4,4,0,0,0.89,0.89,81,37.5,4.5,5,81,4,0,,0,1.40,13,12,+1,+0.22,+0.36
