Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Frank Egwuatu,ng NGA,FW,Bayern Munich,2009,8,5,400,4.4,3,3,0,0,0.68,0.68,50,37.0,4.4,5,66,1,3,23,0,1.88,17,7,+10,+2.25,+1.59
Benedikt Ehe,de GER,MF,Ulm,2007,12,12,1078,12.0,0,0,0,0,0.00,0.00,90,99.8,12.0,12,90,11,0,,0,1.67,31,23,+8,+0.67,-44.33
Danny Ehlert,de GER,MF,Stuttgarter Kickers,2008,10,5,515,5.7,0,0,0,0,0.00,0.00,52,47.7,5.7,5,74,1,5,29,0,0.70,10,21,-11,-1.92,-0.33
Kennet Eichhorn,de GER,FW,Hertha BSC,2009,1,1,45,0.5,0,0,0,0,0.00,0.00,45,3.6,0.5,1,45,0,0,,0,3.00,2,0,+2,+4.00,+3.63
Isaiah Eichie,de GER,DF,Leverkusen,2007,5,4,379,4.2,2,2,0,0,0.47,0.47,76,35.1,4.2,4,87,3,1,32,0,2.40,13,2,+11,+2.61,+0.17
Benjamin Eichner,de GER,DF,Nürnberg,2007,7,5,495,5.5,1,1,0,0,0.18,0.18,71,45.8,5.5,5,87,3,2,29,0,2.00,11,5,+6,+1.09,+0.17
Lasse Eickel,de GER,FW,Paderborn 07,2008,13,13,1093,12.1,9,9,0,0,0.74,0.74,84,86.7,12.1,13,84,6,0,,0,1.69,28,16,+12,+0.99,-1.17
Lennox Eilke,de GER,MF,Dresden,2007,1,1,45,0.5,0,0,0,0,0.00,0.00,45,3.6,0.5,1,45,0,0,,0,0.00,1,4,-3,-6.00,-4.59
Ben Ekobena-Seeger,de GER,MF,Magdeburg,2007,13,10,912,10.1,0,0,0,0,0.00,0.00,70,72.4,10.1,10,84,3,3,25,0,0.92,18,26,-8,-0.79,-1.05
Kevin Ekweribe,de GER,MF,Köln,2008,9,2,307,3.4,1,1,0,0,0.29,0.29,34,28.4,3.4,2,66,0,7,25,0,2.22,5,3,+2,+0.59,-1.51
Suheib Elias Ali,ps PLE,MF,Union Berlin,2007,12,8,620,6.9,3,3,0,0,0.44,0.44,52,49.2,6.9,8,59,0,4,38,0,2.83,13,6,+7,+1.02,-2.36
Arda Elmas,de GER,MF,Stuttgarter Kickers,2008,10,5,426,4.7,2,2,0,0,0.42,0.42,43,39.4,4.7,5,64,0,5,21,0,0.80,8,20,-12,-2.54,-1.30
Robin Emmrich,de GER,DF,Schott Mainz,2008,9,2,365,4.1,0,0,0,0,0.00,0.00,41,33.8,4.1,2,90,2,7,26,0,0.33,2,20,-18,-4.44,-0.03
Oskar Ende,de GER,DF,Erzgebirge Aue,2008,10,1,250,2.8,0,0,0,0,0.00,0.00,25,19.8,2.8,1,90,1,9,18,3,0.90,2,13,-11,-3.96,-3.43
Oskar Engel,de GER,DF,Union Berlin,2008,12,2,361,4.0,6,6,0,0,1.50,1.50,30,28.7,4.0,2,68,0,10,23,0,2.67,16,8,+8,+1.99,-0.31
Lennard Engelke,de GER,MF,Viktoria Berlin,2007,10,5,565,6.3,0,0,0,0,0.00,0.00,57,52.3,6.3,5,68,0,5,45,0,1.20,11,18,-7,-1.12,+1.16
Quentin Enold,de GER,MF,Dresden,2008,8,8,651,7.2,0,0,0,0,0.00,0.00,81,51.7,7.2,8,81,2,0,,0,0.88,9,22,-13,-1.80,-0.47
Kiron Eppel,de GER,MF,Sandhausen,2007,11,11,871,9.7,1,1,0,0,0.10,0.10,79,80.6,9.7,11,79,5,0,,0,1.09,12,28,-16,-1.65,-0.36
Emirhan Erdoğan,de GER,MF,Saarbrücken,2007,8,7,560,6.2,1,1,0,0,0.16,0.16,70,51.9,6.2,7,75,3,1,33,0,0.63,6,20,-14,-2.25,-1.04
Emre Erdoğan,,FW,1860 Munich,2007,3,3,238,2.6,1,1,0,0,0.38,0.38,79,22.0,2.6,3,79,1,0,,0,1.00,6,7,-1,-0.38,+0.26
Baran Eren,de GER,FW,Rot-Weiss Essen,2008,10,0,230,2.6,1,1,0,0,0.39,0.39,23,21.3,2.6,0,,0,10,23,0,1.10,7,2,+5,+1.96,+2.70
Paul Erevbenagie,de GER,MF,Werder Bremen,2007,8,8,688,7.6,3,2,1,1,0.39,0.26,86,63.7,7.6,8,86,5,0,,0,0.75,12,21,-9,-1.18,-0.72
Johannes Erlenbaur,de GER,DF,Ulm,2008,1,0,14,0.2,0,0,0,0,0.00,0.00,14,1.3,0.2,0,,0,1,14,2,3.00,1,1,0,0.00,-0.76
Berkan Ermec,,FW,Leverkusen,2008,9,1,200,2.2,3,3,0,0,1.35,1.35,22,18.5,2.2,1,65,0,8,17,2,2.11,15,3,+12,+5.40,+3.56
Kiyan Ermis,de GER,MF,Viktoria Köln,2008,9,1,242,2.7,1,1,0,0,0.37,0.37,27,22.4,2.7,1,67,0,8,22,0,1.44,4,3,+1,+0.37,-0.17
Ediz Eroglu,de GER,FW,St Pauli,2007,12,12,1002,11.1,6,5,1,1,0.54,0.45,84,92.8,11.1,12,84,7,0,,0,1.33,20,19,+1,+0.09,-1.06
Youness Errachidi,de GER,MF,Rot-Weiß Erfurt,2008,6,0,139,1.5,1,1,0,0,0.65,0.65,23,12.9,1.5,0,,0,6,23,1,0.50,3,9,-6,-3.88,-1.97
Paul Ervens,de GER,GK,Preußen Münster,2007,14,14,1260,14.0,0,0,0,0,0.00,0.00,90,100.0,14.0,14,90,14,0,,0,1.36,24,19,+5,+0.36,
Ali Esmaili,de GER,FW,FSV Frankfurt,2008,10,0,189,2.1,0,0,0,0,0.00,0.00,19,17.5,2.1,0,,0,10,19,1,0.80,1,6,-5,-2.38,-1.27
Emanuele Esposito,,MF,Köln,,1,0,45,0.5,0,0,0,0,0.00,0.00,45,4.2,0.5,0,,0,1,45,0,3.00,4,0,+4,+8.00,+6.61
Ludwig Estermann,de GER,MF,1860 Munich,2008,11,10,926,10.3,0,0,0,0,0.00,0.00,84,85.7,10.3,10,90,10,1,26,0,1.09,14,24,-10,-0.97,-2.73
Taycan Etcıbaşı,de GER,FW,Dortmund,2007,9,8,642,7.1,7,7,0,0,0.98,0.98,71,59.4,7.1,8,75,1,1,45,0,2.44,20,8,+12,+1.68,-0.37
Dennis Etemovski,de GER,FW,Düsseldorf,2008,2,0,14,0.2,0,0,0,0,0.00,0.00,7,1.3,0.2,0,,0,2,7,1,0.50,0,0,0,0.00,-0.25
Elias Etringer,de GER,GK,Freiburg,2007,6,6,540,6.0,0,0,0,0,0.00,0.00,90,50.0,6.0,6,90,6,0,,6,2.00,12,9,+3,+0.50,+0.33
Jad Fadl,sy SYR,MF,Energie Cottbus,2009,6,2,191,2.1,0,0,0,0,0.00,0.00,32,15.2,2.1,2,74,1,4,11,0,2.00,6,5,+1,+0.47,-1.21
Younan Faghir Afghani,de GER,FW,St Pauli,2008,10,8,671,7.5,1,1,0,0,0.13,0.13,67,62.1,7.5,8,73,1,2,45,0,1.30,11,12,-1,-0.13,-0.79
Samuel Fahrbach,de GER,MF,Stuttgarter Kickers,2008,8,2,246,2.7,1,1,0,0,0.37,0.37,31,22.8,2.7,2,83,1,6,13,1,1.00,4,7,-3,-1.10,+0.84
Luke Fahrenhorst,de GER,MF,Dortmund,2008,12,12,996,11.1,0,0,0,0,0.00,0.00,83,92.2,11.1,12,83,9,0,,0,2.42,36,13,+23,+2.08,+3.15
Jan Failer,de GER,DF,Heidenheim,2009,1,0,1,0.0,0,0,0,0,0.00,0.00,1,0.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.42
Robin Falk,de GER,MF,Hansa Rostock,2007,11,11,969,10.8,0,0,0,0,0.00,0.00,88,89.7,10.8,11,88,10,0,,0,1.36,26,23,+3,+0.28,-1.34
Djamal Faram,tg TOG,FW,Freiburg,2008,12,9,866,9.6,4,4,0,0,0.42,0.42,72,80.2,9.6,9,85,6,3,32,0,1.58,20,17,+3,+0.31,-0.11
Elias Fard,de GER,DF,Gladbach,2008,10,10,868,9.6,1,1,0,0,0.10,0.10,87,68.9,9.6,10,87,9,0,,0,1.90,24,18,+6,+0.62,-0.76
Tom Faust,de GER,FW,Dortmund,2008,11,7,705,7.8,1,1,0,0,0.13,0.13,64,65.3,7.8,7,81,3,4,35,0,2.36,23,9,+14,+1.79,-0.13
Jonas Feddersen,de GER,MF,Dortmund,2007,3,3,207,2.3,1,1,0,0,0.43,0.43,69,19.2,2.3,3,69,1,0,,0,2.00,8,6,+2,+0.87,-1.19
Ole Fehring,de GER,DF,Osnabrück,2007,7,7,588,6.5,1,1,0,0,0.15,0.15,84,46.7,6.5,7,84,4,0,,0,0.14,5,22,-17,-2.60,-1.26
Mohamed Felder,de GER,MF,Wehen Wiesbaden,2008,5,0,79,0.9,1,1,0,0,1.14,1.14,16,7.3,0.9,0,,0,5,16,5,1.20,2,4,-2,-2.28,-2.46
Leon Felgner,de GER,MF,Energie Cottbus,2008,2,0,11,0.1,0,0,0,0,0.00,0.00,6,0.9,0.1,0,,0,2,6,1,3.00,0,0,0,0.00,-1.51
Larson Ferati,xk KVX,FW,Rot-Weiss Essen,2007,11,3,363,4.0,0,0,0,0,0.00,0.00,33,33.6,4.0,3,61,0,8,23,0,0.73,2,15,-13,-3.22,-4.60
Tyron Fernandes,de GER,DF,Köln,2007,1,0,27,0.3,1,1,0,0,3.33,3.33,27,2.5,0.3,0,,0,1,27,0,3.00,2,0,+2,+6.67,+5.13
Enzo Ferrao,de GER,MF,Darmstadt 98,2008,11,0,169,1.9,0,0,0,0,0.00,0.00,15,15.6,1.9,0,,0,11,15,1,1.18,7,4,+3,+1.60,+2.09
Noah-Ali Ferrara,de GER,GK,Bochum,2008,2,2,180,2.0,0,0,0,0,0.00,0.00,90,16.7,2.0,2,90,2,0,,8,1.50,6,7,-1,-0.50,-2.50
Johannes Ferring,de GER,GK,Saarbrücken,2007,7,7,630,7.0,0,0,0,0,0.00,0.00,90,58.3,7.0,7,90,7,0,,5,0.86,8,22,-14,-2.00,-0.60
Tyler Fey,de GER,GK,Kaiserslautern,2009,2,2,180,2.0,0,0,0,0,0.00,0.00,90,16.7,2.0,2,90,2,0,,1,1.50,4,5,-1,-0.50,-1.30
Matěj Fiala,,MF,Dresden,2008,7,0,140,1.6,0,0,0,0,0.00,0.00,20,11.1,1.6,0,,0,7,20,2,0.43,4,6,-2,-1.29,+0.32
Thierry Fidjeu-Tazemeta,at AUT,FW,Dortmund,2007,5,3,282,3.1,3,3,0,0,0.96,0.96,56,26.1,3.1,3,80,2,2,21,0,2.00,8,6,+2,+0.64,-1.62
Tom Fiederer,de GER,DF,Hoffenheim,2008,9,8,789,8.8,0,0,0,0,0.00,0.00,88,73.1,8.8,8,90,8,1,69,1,2.22,28,12,+16,+1.83,-1.27
Lance Fiedler,de GER,MF,1860 Munich,2007,10,10,873,9.7,3,3,0,0,0.31,0.31,87,80.8,9.7,10,87,6,0,,0,1.50,17,16,+1,+0.10,+3.58
Jykese Fields,de GER,FW,Hoffenheim,2007,9,9,728,8.1,12,12,0,0,1.48,1.48,81,67.4,8.1,9,81,5,0,,1,2.22,24,11,+13,+1.61,-1.72
Silvano Figliuzzi,de GER,DF,Saarbrücken,2007,11,10,945,10.5,0,0,0,0,0.00,0.00,86,87.5,10.5,10,90,10,1,45,0,0.64,14,35,-21,-2.00,-2.00
Ledjon Fikaj,de GER,FW,Carl Zeiss Jena,2007,11,8,746,8.3,3,3,0,0,0.36,0.36,68,69.1,8.3,8,75,3,3,48,0,1.36,20,20,0,0.00,+0.81
Mete Filiz,de GER,FW,Meppen,2007,7,3,218,2.4,1,1,0,0,0.41,0.41,31,17.3,2.4,3,54,0,4,14,1,1.71,5,9,-4,-1.65,-1.91
Lennox Fink,de GER,DF,Carl Zeiss Jena,2007,11,10,834,9.3,4,4,0,0,0.43,0.43,76,77.2,9.3,10,80,7,1,31,0,1.36,20,23,-3,-0.32,-0.32
Kaan Firat,de GER,FW,Gladbach,2008,8,2,247,2.7,2,2,0,0,0.73,0.73,31,19.6,2.7,2,75,1,6,16,1,2.00,5,4,+1,+0.36,-0.61
Taha Firtina,de GER,DF,Osnabrück,2008,10,5,527,5.9,0,0,0,0,0.00,0.00,53,41.8,5.9,5,86,3,5,19,3,0.40,10,21,-11,-1.88,+0.09
Desmond Fischer,de GER,FW,Bochum,2008,6,0,94,1.0,3,3,0,0,2.87,2.87,16,8.7,1.0,0,,0,6,16,0,3.00,4,0,+4,+3.83,+2.46
Florian Fischer,de GER,DF,Jahn Regensburg,2008,12,12,1037,11.5,0,0,0,0,0.00,0.00,86,96.0,11.5,12,86,9,0,,0,0.92,23,25,-2,-0.17,-0.17
Marc Fischer,de GER,FW,Dresden,2007,2,2,98,1.1,0,0,0,0,0.00,0.00,49,7.8,1.1,2,49,0,0,,0,0.00,1,5,-4,-3.67,-2.28
Fitz Fleck,de GER,MF,Gladbach,2007,1,0,30,0.3,0,0,0,0,0.00,0.00,30,2.4,0.3,0,,0,1,30,0,3.00,0,0,0,0.00,-0.88
Mattis Fleer,de GER,DF,Mainz 05,2008,1,0,30,0.3,0,0,0,0,0.00,0.00,30,2.8,0.3,0,,0,1,30,0,3.00,1,1,0,0.00,-1.46
Matteo Flucke,de GER,MF,Kickers Offenbach,2008,5,2,279,3.1,0,0,0,0,0.00,0.00,56,25.8,3.1,2,90,2,3,33,0,0.80,2,16,-14,-4.52,-1.03
Pius Förch,de GER,MF,Sandhausen,2008,12,8,695,7.7,1,1,0,0,0.13,0.13,58,64.4,7.7,8,72,4,4,29,0,1.00,10,22,-12,-1.55,+0.08
Lenny Franke,de GER,FW,RB Leipzig,2008,6,2,242,2.7,1,1,0,0,0.37,0.37,40,22.4,2.7,2,79,0,4,21,1,3.00,11,4,+7,+2.60,-0.40
Marlon Franzen,de GER,GK,Eintracht Frankfurt,2008,1,1,90,1.0,0,0,0,0,0.00,0.00,90,8.3,1.0,1,90,1,0,,6,3.00,4,1,+3,+3.00,+3.09
Quentin Fraulob,de GER,DF,Erzgebirge Aue,2007,12,11,1026,11.4,0,0,0,0,0.00,0.00,86,81.4,11.4,11,86,9,1,82,0,0.83,17,27,-10,-0.88,+1.82
Gabriel Freimuth,dk DEN,MF,Unterhaching,2007,3,2,161,1.8,0,0,0,0,0.00,0.00,54,14.9,1.8,2,68,1,1,26,0,1.67,4,3,+1,+0.56,+1.83
Fabian Fricke,de GER,MF,Viktoria Köln,2007,12,12,1080,12.0,2,2,0,0,0.17,0.17,90,100.0,12.0,12,90,12,0,,0,1.42,22,16,+6,+0.50,
Alexander Friedrich,de GER,MF,Preußen Münster,2007,8,5,414,4.6,0,0,0,0,0.00,0.00,52,32.9,4.6,5,73,1,3,16,0,1.50,11,8,+3,+0.65,+0.44
Niklas Friedrich,de GER,DF,Greuther Fürth,2008,12,12,966,10.7,0,0,0,0,0.00,0.00,81,89.4,10.7,12,81,8,0,,0,1.25,25,29,-4,-0.37,+1.21
Jonathan Friemel,de GER,DF,Köln,2007,11,11,972,10.8,2,2,0,0,0.19,0.19,88,90.0,10.8,11,88,10,0,,0,2.36,22,7,+15,+1.39,-2.78
Emilio Fritschi,de GER,DF,Freiburg,2008,3,0,36,0.4,0,0,0,0,0.00,0.00,12,3.3,0.4,0,,0,3,12,0,2.00,0,0,0,0.00,-0.34
Johannes Fritz,de GER,MF,Köln,2008,2,0,42,0.5,0,0,0,0,0.00,0.00,21,3.9,0.5,0,,0,2,21,0,2.00,2,2,0,0.00,-1.73
Maximus Fritzsche,de GER,GK,Dresden,2008,8,8,720,8.0,0,0,0,0,0.00,0.00,90,57.1,8.0,8,90,8,0,,3,0.88,13,24,-11,-1.37,+0.46
Julien Froese,de GER,GK,Dortmund,2008,3,3,270,3.0,0,0,0,0,0.00,0.00,90,25.0,3.0,3,90,3,0,,4,2.33,9,4,+5,+1.67,-0.22
Julian Frohne,de GER,DF,Meppen,2007,9,4,513,5.7,1,1,0,0,0.18,0.18,57,40.7,5.7,4,87,3,5,33,0,1.11,14,13,+1,+0.18,+0.42
Ben Fuchs,de GER,DF,BTSV,2007,12,8,770,8.6,2,2,0,0,0.23,0.23,64,71.3,8.6,8,86,6,4,21,0,0.58,16,31,-15,-1.75,-2.91
Felix Fuhrmann,de GER,MF,Magdeburg,2008,13,12,1070,11.9,0,0,0,0,0.00,0.00,82,84.9,11.9,12,87,9,1,21,1,0.92,24,29,-5,-0.42,+0.53
Jonah Funk,de GER,MF,BTSV,2007,11,11,990,11.0,0,0,0,0,0.00,0.00,90,91.7,11.0,11,90,11,0,,0,0.64,27,33,-6,-0.55,+4.45
Lennox Funk,de GER,DF,Heidenheim,2008,5,0,50,0.6,0,0,0,0,0.00,0.00,10,4.6,0.6,0,,0,5,10,5,3.00,6,1,+5,+9.00,+7.95
David Fürst,de GER,DF,Köln,2007,8,8,513,5.7,0,0,0,0,0.00,0.00,64,47.5,5.7,8,64,1,0,,0,2.63,13,3,+10,+1.75,+0.17
Truls Furuseth,se SWE,MF,Wolfsburg,2009,2,1,93,1.0,0,0,0,0,0.00,0.00,47,8.6,1.0,1,90,1,1,3,0,3.00,2,1,+1,+0.97,-1.77
Giorgio Gamm,de GER,MF,Hertha BSC,2007,5,5,340,3.8,0,0,0,0,0.00,0.00,68,27.0,3.8,5,68,1,0,,0,1.80,9,9,0,0.00,-0.68
Tom Ganter,de GER,DF,Blumenthaler,2007,11,9,850,9.4,0,0,0,0,0.00,0.00,77,78.7,9.4,9,87,8,2,33,0,0.27,12,42,-30,-3.18,-3.96
Noah von Garrel,de GER,MF,Meppen,2008,14,14,1242,13.8,4,4,0,0,0.29,0.29,89,98.6,13.8,14,89,12,0,,0,1.21,30,32,-2,-0.14,-5.14
Justin Gärtner,de GER,MF,Energie Cottbus,2008,1,0,12,0.1,0,0,0,0,0.00,0.00,12,1.0,0.1,0,,0,1,12,1,3.00,0,0,0,0.00,-1.51
Diart Gashi,de GER,FW,Hertha BSC,2008,11,11,857,9.5,1,1,0,0,0.11,0.11,78,68.0,9.5,11,78,5,0,,1,1.64,26,14,+12,+1.26,+2.38
Loris Gashi,de GER,MF,MSV Duisburg,2007,11,6,666,7.4,0,0,0,0,0.00,0.00,61,61.7,7.4,6,83,3,5,33,1,1.18,8,9,-1,-0.14,+0.08
Yll Gashi,de GER,FW,Bayern Munich,2008,9,7,528,5.9,4,3,1,1,0.68,0.51,59,48.9,5.9,7,68,1,2,27,0,2.00,10,10,0,0.00,-2.45
Alessandro Gaul Souza,de GER,FW,Eintracht Frankfurt,2007,1,1,90,1.0,0,0,0,0,0.00,0.00,90,8.3,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,-3.45
Ivan Gavenko,ua UKR,GK,Düsseldorf,2007,12,12,1080,12.0,0,0,0,0,0.00,0.00,90,100.0,12.0,12,90,12,0,,0,1.42,17,14,+3,+0.25,
Rayane Gbadamassi,de GER,MF,Augsburg,2008,5,0,47,0.5,0,0,0,0,0.00,0.00,9,4.4,0.5,0,,0,5,9,0,0.60,0,0,0,0.00,-1.05
Viggo Gebel,de GER,MF,RB Leipzig,2007,7,7,545,6.1,1,1,0,0,0.17,0.17,78,50.5,6.1,7,78,4,0,,0,2.57,25,5,+20,+3.30,+0.78
Maxim Gebhard,de GER,MF,Saarbrücken,2008,5,4,297,3.3,0,0,0,0,0.00,0.00,59,27.5,3.3,4,68,0,1,26,2,1.40,2,1,+1,+0.30,+2.83
Luca Gebhardt,de GER,MF,Eintracht Frankfurt,2008,11,6,584,6.5,1,1,0,0,0.15,0.15,53,54.1,6.5,6,79,3,5,22,0,1.45,18,18,0,0.00,-0.36
Vincent Gehmlich,de GER,DF,Chemnitzer,2008,4,0,97,1.1,0,0,0,0,0.00,0.00,24,7.7,1.1,0,,0,4,24,0,0.75,3,4,-1,-0.93,-0.23
Fabian Gehrmann,de GER,MF,Rot-Weiss Essen,2008,11,11,981,10.9,0,0,0,0,0.00,0.00,89,90.8,10.9,11,89,10,0,,0,1.00,24,25,-1,-0.09,+0.82
Maximilian Geiger,de GER,MF,Jahn Regensburg,2008,10,7,708,7.9,1,1,0,0,0.13,0.13,71,65.6,7.9,7,86,6,3,35,0,0.80,13,15,-2,-0.25,-0.25
Emil Geißelmann,de GER,MF,Elversberg,2008,11,7,583,6.5,0,0,0,0,0.00,0.00,53,54.0,6.5,7,71,2,4,21,0,0.45,5,24,-19,-2.93,-1.30
Fabian Gellert,de GER,DF,Freiburg,2008,8,7,604,6.7,1,1,0,0,0.15,0.15,76,55.9,6.7,7,82,3,1,32,1,1.50,11,15,-4,-0.60,-2.11
Luca Gendritzki,de GER,MF,Blumenthaler,2008,7,0,113,1.3,0,0,0,0,0.00,0.00,16,10.5,1.3,0,,0,7,16,2,0.43,2,8,-6,-4.78,-2.73
Georgios Genidis,gr GRE,FW,1860 Munich,2007,5,1,151,1.7,0,0,0,0,0.00,0.00,30,14.0,1.7,1,74,0,4,19,1,1.80,7,4,+3,+1.79,+2.76
Nick Gennerich,de GER,DF,Hansa Rostock,2007,4,3,234,2.6,0,0,0,0,0.00,0.00,59,21.7,2.6,3,75,1,1,10,0,2.25,11,4,+7,+2.69,+2.91
Isaak Gentges,de GER,MF,Hallescher,2008,12,11,955,10.6,2,2,0,0,0.19,0.19,80,88.4,10.6,11,83,6,1,45,0,0.58,14,33,-19,-1.79,+0.37
Kayonte George,ag ATG,FW,Paderborn 07,2007,2,0,34,0.4,0,0,0,0,0.00,0.00,17,2.7,0.4,0,,0,2,17,0,1.50,1,1,0,0.00,-1.17
Thies Gerken,de GER,GK,Blumenthaler,2008,3,3,270,3.0,0,0,0,0,0.00,0.00,90,25.0,3.0,3,90,3,0,,5,0.00,3,14,-11,-3.67,-1.78
Tom Gerlach,de GER,GK,Stuttgarter Kickers,2007,5,5,450,5.0,0,0,0,0,0.00,0.00,90,41.7,5.0,5,90,5,0,,2,0.60,7,21,-14,-2.80,-1.80
Lucas Gerner,de GER,DF,Nürnberg,2008,11,9,757,8.4,0,0,0,0,0.00,0.00,69,70.1,8.4,9,80,5,2,17,0,2.18,19,11,+8,+0.95,-0.16
Nils Gernhardt,de GER,DF,Leverkusen,2007,5,1,138,1.5,0,0,0,0,0.00,0.00,28,12.8,1.5,1,90,1,4,12,4,2.20,10,2,+8,+5.22,+3.12
Romero Gerres,de GER,GK,Rot-Weiss Essen,2007,6,6,540,6.0,0,0,0,0,0.00,0.00,90,50.0,6.0,6,90,6,0,,2,0.33,3,16,-13,-2.17,-4.00
Milan Gerritzen,de GER,MF,Meppen,2007,13,12,947,10.5,0,0,0,0,0.00,0.00,73,75.2,10.5,12,77,2,1,25,0,1.31,23,28,-5,-0.48,-1.63
Amos Gerth,de GER,FW,Bochum,2007,12,12,924,10.3,10,6,4,4,0.97,0.58,77,85.6,10.3,12,77,3,0,,0,2.25,32,14,+18,+1.75,+1.18
Joel Gezer,de GER,MF,Bochum,2008,9,5,508,5.6,0,0,0,0,0.00,0.00,56,47.0,5.6,5,73,0,4,36,1,2.33,12,6,+6,+1.06,-0.98
Mohamed El Ghazouani,de GER,MF,Kickers Offenbach,2008,11,5,641,7.1,3,3,0,0,0.42,0.42,58,59.4,7.1,5,75,3,6,44,0,0.36,7,38,-31,-4.35,-1.48
Morel Ghopo,de GER,FW,Energie Cottbus,2008,10,8,684,7.6,1,1,0,0,0.13,0.13,68,54.3,7.6,8,83,4,2,10,0,2.00,29,13,+16,+2.11,+1.32
Julien Gille,de GER,MF,BTSV,2007,8,2,268,3.0,1,1,0,0,0.34,0.34,34,24.8,3.0,2,81,0,6,18,2,0.50,5,11,-6,-2.01,-1.46
Leonard Gjini,de GER,DF,Heidenheim,2007,12,12,1050,11.7,0,0,0,0,0.00,0.00,88,97.2,11.7,12,88,8,0,,0,2.25,25,13,+12,+1.03,-13.97
Philipp Gläser,de GER,FW,Erzgebirge Aue,2008,7,4,393,4.4,1,1,0,0,0.23,0.23,56,31.2,4.4,4,86,3,3,17,3,1.00,7,13,-6,-1.37,-0.23
Niklas Gleich,de GER,FW,Hallescher,2008,11,9,719,8.0,5,4,1,1,0.63,0.50,65,66.6,8.0,9,76,3,2,16,0,0.64,13,20,-7,-0.88,+2.86
Daniel Gluvić,de GER,MF,Carl Zeiss Jena,2008,11,6,614,6.8,0,0,0,0,0.00,0.00,56,56.9,6.8,6,76,2,5,32,0,1.36,14,18,-4,-0.59,-0.78
James Gnagnon,de GER,DF,Rot-Weiss Essen,2008,11,11,929,10.3,1,1,0,0,0.10,0.10,84,86.0,10.3,11,84,8,0,,0,1.00,22,19,+3,+0.29,+3.27
Marlon Göbel,de GER,DF,Kickers Offenbach,2008,10,8,742,8.2,0,0,0,0,0.00,0.00,74,68.7,8.2,8,82,5,2,45,0,0.40,12,35,-23,-2.79,+3.07
Raul Gogonea,ro ROU,FW,Freiburg,2007,6,0,75,0.8,0,0,0,0,0.00,0.00,13,6.9,0.8,0,,0,6,13,1,2.17,3,0,+3,+3.60,+3.51
Jonas Golay,de GER,DF,Freiburg,2009,1,1,90,1.0,1,1,0,0,1.00,1.00,90,8.3,1.0,1,90,1,0,,0,0.00,2,3,-1,-1.00,-1.45
Niclas Goldberg,de GER,MF,Dortmund,2010,1,0,25,0.3,0,0,0,0,0.00,0.00,25,2.3,0.3,0,,0,1,25,0,3.00,0,0,0,0.00,-1.88
Adrian Gorczycki,de GER,FW,MSV Duisburg,2008,12,7,590,6.6,0,0,0,0,0.00,0.00,49,54.6,6.6,7,72,0,5,17,0,1.08,5,8,-3,-0.46,-0.64
Max Göres,de GER,DF,Stuttgarter Kickers,2008,9,6,484,5.4,0,0,0,0,0.00,0.00,54,44.8,5.4,6,75,3,3,11,2,0.44,4,18,-14,-2.60,-1.55
Nils Gorges,de GER,MF,Elversberg,2007,6,4,359,4.0,1,1,0,0,0.25,0.25,60,33.2,4.0,4,79,2,2,23,0,0.33,3,13,-10,-2.51,-0.26
Tim Gotthardt,de GER,MF,Elversberg,2008,6,1,128,1.4,0,0,0,0,0.00,0.00,21,11.9,1.4,1,45,0,5,17,1,0.50,2,3,-1,-0.70,+1.85
Moritz Göttlicher,de GER,MF,Bayern Munich,2008,7,6,535,5.9,4,4,0,0,0.67,0.67,76,49.5,5.9,6,82,2,1,45,0,2.29,15,8,+7,+1.18,-0.14
Marc Gouiffe à Goufan,de GER,MF,Arminia,2008,11,10,803,8.9,2,2,0,0,0.22,0.22,73,63.7,8.9,10,76,6,1,45,0,0.45,8,20,-12,-1.34,-0.56
Danijel Grabovac,de GER,MF,St Pauli,2008,11,8,737,8.2,0,0,0,0,0.00,0.00,67,68.2,8.2,8,79,5,3,34,0,1.18,12,13,-1,-0.12,-0.91
Georg Grabow,de GER,DF,Hansa Rostock,2008,12,7,623,6.9,3,3,0,0,0.43,0.43,52,57.7,6.9,7,69,0,5,28,0,1.50,22,13,+9,+1.30,+2.09
Meris Gradaščević,ba BIH,GK,Eintracht Frankfurt,2009,1,1,90,1.0,0,0,0,0,0.00,0.00,90,8.3,1.0,1,90,1,0,,4,3.00,4,0,+4,+4.00,+4.18
Fabian Graf,de GER,FW,Greuther Fürth,2008,9,6,481,5.3,3,3,0,0,0.56,0.56,53,44.5,5.3,6,61,1,3,38,0,1.33,11,11,0,0.00,+0.90
