Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Luis Eising,de GER,MF,Hamburger SV,2005,18,6,799,8.9,0,0,0,0,0.00,0.00,44,34.1,8.9,6,70,3,12,31,2,1.56,12,21,-9,-1.01,-1.19
Ilias Elyazidi,de GER,DF,Kaiserslautern,2006,11,9,701,7.8,1,1,0,0,0.13,0.13,64,30.0,7.8,9,70,2,2,34,1,1.18,9,18,-9,-1.16,+0.38
Johannes Endmann,de GER,GK,Dresden,2005,3,3,270,3.0,0,0,0,0,0.00,0.00,90,11.5,3.0,3,90,3,0,,7,1.67,4,3,+1,+0.33,+0.64
Albright Eneghabu,de GER,FW,Wuppertal U19,2005,10,4,453,5.0,3,3,0,0,0.60,0.60,45,19.4,5.0,4,76,1,6,25,1,1.00,9,14,-5,-0.99,+1.15
Fritz Engel,de GER,DF,Mainz 05,2006,16,9,811,9.0,1,1,0,0,0.11,0.11,51,34.7,9.0,9,71,2,7,24,2,1.81,24,13,+11,+1.22,+1.46
Jakob Engel,de GER,MF,Greuther Fürth,2006,20,12,1134,12.6,1,1,0,0,0.08,0.08,57,48.5,12.6,12,84,8,8,16,3,0.95,15,36,-21,-1.67,-1.59
Noah Engelbreth,de GER,MF,Union Berlin,2005,24,24,2151,23.9,12,10,2,2,0.50,0.42,90,91.9,23.9,24,90,23,0,,0,1.79,47,32,+15,+0.63,-0.80
Kevin Engelmann,de GER,MF,Düsseldorf,2006,6,0,125,1.4,0,0,0,0,0.00,0.00,21,5.3,1.4,0,,0,6,21,4,1.50,1,3,-2,-1.44,-1.44
Luis Engelns,de GER,MF,Paderborn 07,2007,12,12,1041,11.6,6,6,0,0,0.52,0.52,87,44.5,11.6,12,87,9,0,,0,1.92,29,18,+11,+0.95,+0.67
Osagbovo Enomamiuse,de GER,FW,Greuther Fürth,2006,25,7,748,8.3,3,3,0,0,0.36,0.36,30,32.0,8.3,7,59,0,18,18,1,1.00,15,22,-7,-0.84,+0.01
Izzet Erdal,tr TUR,DF,Hoffenheim,2005,19,17,1456,16.2,0,0,0,0,0.00,0.00,77,62.2,16.2,17,83,13,2,23,1,2.90,51,13,+38,+2.35,+0.21
Luca Erdelkamp,de GER,MF,Bochum,2005,24,13,1157,12.9,2,2,0,0,0.16,0.16,48,49.4,12.9,13,72,4,11,20,1,1.21,18,29,-11,-0.86,-0.86
Kris Erik Pöstges,de GER,DF,Düsseldorf,2005,6,5,481,5.3,0,0,0,0,0.00,0.00,80,20.6,5.3,5,90,5,1,31,0,2.17,20,7,+13,+2.43,+3.16
Luca Erlein,de GER,DF,Hoffenheim,2007,9,8,706,7.8,3,3,0,0,0.38,0.38,78,30.2,7.8,8,84,6,1,33,1,2.75,28,7,+21,+2.68,+0.58
Georg Ermolaev,ru RUS,MF,Paderborn 07,2005,17,17,1283,14.3,5,5,0,0,0.35,0.35,75,54.8,14.3,17,75,3,0,,0,1.76,32,23,+9,+0.63,+0.12
Kaan Ersoy,de GER,MF,Alemannia Aachen,2006,13,7,599,6.7,1,1,0,0,0.15,0.15,46,25.6,6.7,7,61,0,6,29,2,1.92,11,9,+2,+0.30,+1.54
Ali-Eren Ersungur,tr TUR,MF,Karlsruher,2005,18,18,1503,16.7,13,8,5,5,0.78,0.48,84,64.2,16.7,18,84,10,0,,0,1.83,36,25,+11,+0.66,+0.12
Fabio Ertmer,de GER,FW,Carl Zeiss Jena,2005,5,3,283,3.1,0,0,0,0,0.00,0.00,57,12.1,3.1,3,80,1,2,22,1,0.00,3,11,-8,-2.54,-2.06
Taycan Etcıbaşı,de GER,FW,Dortmund,2007,1,0,36,0.4,0,0,0,0,0.00,0.00,36,1.5,0.4,0,,0,1,36,0,3.00,2,0,+2,+5.00,+2.81
Justin Faltyn,de GER,MF,Verl,2005,24,23,2094,23.3,0,0,0,0,0.00,0.00,87,89.5,23.3,23,90,22,1,33,1,0.42,22,63,-41,-1.76,+2.99
Marlon Faß,de GER,FW,Hoffenheim,2006,17,7,768,8.5,6,6,0,0,0.70,0.70,45,32.8,8.5,7,80,4,10,21,1,2.71,28,10,+18,+2.11,-0.24
Lasse Fassmann,de GER,DF,1860 Munich,2006,15,12,1050,11.7,1,1,0,0,0.09,0.09,70,44.9,11.7,12,86,10,3,5,6,1.53,19,21,-2,-0.17,-0.17
Arjanit Fazlija,xk KVX,MF,Leverkusen,2005,8,3,259,2.9,0,0,0,0,0.00,0.00,32,11.1,2.9,3,70,0,5,10,2,2.25,5,4,+1,+0.35,-0.73
Dzejlan Fejzić,de GER,FW,Meppen,2005,13,0,195,2.2,0,0,0,0,0.00,0.00,15,8.3,2.2,0,,0,13,15,3,0.85,3,9,-6,-2.77,-2.14
Niklas Fendel,de GER,GK,Carl Zeiss Jena,2006,14,14,1260,14.0,0,0,0,0,0.00,0.00,90,53.8,14.0,14,90,14,0,,10,1.07,28,32,-4,-0.29,+0.96
Noah Fenyő,hu HUN,MF,Eintracht Frankfurt,2006,26,25,2221,24.7,2,2,0,0,0.08,0.08,85,94.9,24.7,25,88,24,1,16,0,1.73,50,44,+6,+0.24,-2.78
Larson Ferati,xk KVX,FW,Leverkusen,2007,3,0,45,0.5,0,0,0,0,0.00,0.00,15,1.9,0.5,0,,0,3,15,6,1.33,0,0,0,0.00,-1.02
Tyron Fernandes,de GER,DF,Leverkusen,2007,1,0,25,0.3,0,0,0,0,0.00,0.00,25,1.1,0.3,0,,0,1,25,0,0.00,0,0,0,0.00,-1.01
Javier Fernández,es ESP,MF,Bayern Munich,2006,13,13,1105,12.3,7,7,0,0,0.57,0.57,85,47.2,12.3,13,85,10,0,,0,1.46,29,22,+7,+0.57,+0.86
Jykese Fields,de GER,FW,Hoffenheim,2007,1,0,22,0.2,0,0,0,0,0.00,0.00,22,0.9,0.2,0,,0,1,22,0,3.00,1,0,+1,+4.09,+1.84
Mika Finner,de GER,GK,St Pauli,2007,1,1,90,1.0,0,0,0,0,0.00,0.00,90,3.8,1.0,1,90,1,0,,1,3.00,4,1,+3,+3.00,+3.40
Mats Flock,de GER,FW,Leverkusen,2005,10,0,99,1.1,0,0,0,0,0.00,0.00,10,4.2,1.1,0,,0,10,10,7,1.70,4,2,+2,+1.82,+0.85
Luis Flörke,de GER,DF,Paderborn 07,2005,18,18,1590,17.7,0,0,0,0,0.00,0.00,88,67.9,17.7,18,88,15,0,,4,1.89,38,23,+15,+0.85,+0.85
Christian Fopossi,de GER,MF,Bayern Munich,2006,18,8,771,8.6,1,1,0,0,0.12,0.12,43,32.9,8.6,8,78,5,10,15,3,1.44,17,22,-5,-0.58,-1.04
Marvin Fork,de GER,MF,Alemannia Aachen,2006,19,15,1172,13.0,0,0,0,0,0.00,0.00,62,50.1,13.0,15,70,3,4,30,3,1.42,18,33,-15,-1.15,-0.61
Dustin Forkel,de GER,FW,Nürnberg,2005,16,16,1376,15.3,12,11,1,1,0.78,0.72,86,58.8,15.3,16,86,11,0,,0,0.94,28,36,-8,-0.52,-0.43
Collin Förster,de GER,DF,Dresden,2006,18,0,334,3.7,1,1,0,0,0.27,0.27,19,14.3,3.7,0,,0,18,19,3,1.33,7,6,+1,+0.27,+0.58
Noah Förster,de GER,DF,Alemannia Aachen,2005,25,25,2229,24.8,2,2,0,0,0.08,0.08,89,95.3,24.8,25,89,24,0,,0,1.36,33,58,-25,-1.01,-3.44
Giuseppe Franco,de GER,DF,Eintracht Frankfurt,2006,18,3,443,4.9,0,0,0,0,0.00,0.00,25,18.9,4.9,3,65,1,15,17,8,1.83,15,10,+5,+1.02,+0.78
Kelven Frees,de GER,DF,Hoffenheim,2005,21,19,1614,17.9,5,5,0,0,0.28,0.28,77,69.0,17.9,19,81,14,2,38,1,2.63,57,19,+38,+2.12,-0.48
Luca Freese,de GER,DF,St Pauli,2005,18,11,996,11.1,0,0,0,0,0.00,0.00,55,42.6,11.1,11,74,7,7,26,1,1.39,28,27,+1,+0.09,+0.63
Joonas Frenzel,de GER,MF,Mainz 05,2006,21,7,665,7.4,1,1,0,0,0.14,0.14,32,28.4,7.4,7,70,1,14,13,1,1.90,16,14,+2,+0.27,0.00
Kenny Freßle,de GER,MF,Stuttgart,2006,10,2,253,2.8,1,1,0,0,0.36,0.36,25,10.8,2.8,2,75,1,8,13,2,1.90,9,6,+3,+1.07,-0.10
Julien Friedrich,de GER,MF,Union Berlin,2006,13,9,740,8.2,0,0,0,0,0.00,0.00,57,31.6,8.2,9,70,1,4,27,0,2.00,18,13,+5,+0.61,-0.12
Jonathan Friemel,de GER,DF,Köln,2007,1,0,45,0.5,0,0,0,0,0.00,0.00,45,1.9,0.5,0,,0,1,45,1,0.00,0,0,0,0.00,+0.04
Emmanuel Frimpong,de GER,FW,Leverkusen,2005,2,0,18,0.2,1,1,0,0,5.00,5.00,9,0.8,0.2,0,,0,2,9,0,3.00,1,0,+1,+5.00,+4.03
Maximus Fritzsche,de GER,GK,Dresden,2008,1,0,45,0.5,0,0,0,0,0.00,0.00,45,1.9,0.5,0,,0,1,45,3,0.00,0,1,-1,-2.00,-1.80
Finn Fuchs,de GER,DF,1860 Munich,2006,23,20,1895,21.1,0,0,0,0,0.00,0.00,82,81.0,21.1,20,89,16,3,37,1,1.30,34,34,0,0.00,+0.40
Max Fuchs,de GER,GK,Heidenheim,2006,6,6,540,6.0,0,0,0,0,0.00,0.00,90,23.1,6.0,6,90,6,0,,9,2.00,21,10,+11,+1.83,+2.88
Pascal Fuchs,de GER,FW,Nürnberg,2005,20,19,1711,19.0,7,6,1,1,0.37,0.32,86,73.1,19.0,19,87,15,1,63,0,1.30,39,41,-2,-0.11,+0.90
Thorben Fuchs,de GER,GK,Sandhausen,2006,5,2,234,2.6,0,0,0,0,0.00,0.00,47,10.0,2.6,2,90,2,3,18,4,0.50,4,12,-8,-3.08,-2.22
David Fürst,de GER,DF,Köln,2007,1,0,26,0.3,0,0,0,0,0.00,0.00,26,1.1,0.3,0,,0,1,26,0,3.00,0,0,0,0.00,+0.04
Tim Fürstenau,de GER,MF,Hansa Rostock,2005,19,6,604,6.7,1,1,0,0,0.15,0.15,32,25.8,6.7,6,65,0,13,17,4,1.11,13,20,-7,-1.04,-0.01
Tebo Gabriel,eg EGY,DF,Hoffenheim,2006,2,0,27,0.3,0,0,0,0,0.00,0.00,14,1.2,0.3,0,,0,2,14,3,3.00,3,1,+2,+6.67,+4.45
Julian Galas,de GER,DF,Verl,2005,7,1,255,2.8,0,0,0,0,0.00,0.00,36,10.9,2.8,1,45,0,6,35,6,0.43,4,13,-9,-3.18,-1.23
Jeremy Gandert,de GER,MF,Hamburger SV,2006,21,20,1830,20.3,3,3,0,0,0.15,0.15,87,78.2,20.3,20,88,17,1,80,0,1.62,29,40,-11,-0.54,-1.42
Leonardo Garcia Posadas,de GER,MF,Dortmund,2005,21,19,1678,18.6,0,0,0,0,0.00,0.00,80,71.7,18.6,19,84,15,2,45,0,2.46,60,12,+48,+2.57,+1.21
Maik Gärtner,de GER,MF,Kaiserslautern,2005,21,21,1807,20.1,1,1,0,0,0.05,0.05,86,77.2,20.1,21,86,16,0,,0,0.76,21,49,-28,-1.39,+0.13
Arin Garza,de GER,FW,1860 Munich,2005,23,23,1957,21.7,3,3,0,0,0.14,0.14,85,83.6,21.7,23,85,10,0,,0,1.35,28,30,-2,-0.09,-0.09
Edion Gashi,xk KVX,MF,Schalke 04,2006,23,15,1262,14.0,5,5,0,0,0.36,0.36,55,53.9,14.0,15,65,2,8,35,2,1.74,25,17,+8,+0.57,-0.01
Luke Gauer,de GER,GK,Eintracht Frankfurt,2005,2,2,180,2.0,0,0,0,0,0.00,0.00,90,7.7,2.0,2,90,2,0,,0,0.00,0,4,-4,-2.00,-2.58
Ferdinand Gebert,de GER,GK,Hoffenheim,2006,8,8,720,8.0,0,0,0,0,0.00,0.00,90,30.8,8.0,8,90,8,0,,4,2.63,30,10,+20,+2.50,+0.33
Berkant Gebeş,de GER,DF,MSV Duisburg,2006,11,5,529,5.9,0,0,0,0,0.00,0.00,48,22.6,5.9,5,85,3,6,17,11,1.00,9,11,-2,-0.34,-0.54
Berat Gediktas,de GER,FW,Viktoria Köln,2005,9,4,423,4.7,1,1,0,0,0.21,0.21,47,18.1,4.7,4,79,3,5,22,1,1.22,6,9,-3,-0.64,-0.97
Jonah Geike,de GER,MF,Eintracht Frankfurt,2007,1,0,14,0.2,0,0,0,0,0.00,0.00,14,0.6,0.2,0,,0,1,14,0,0.00,0,0,0,0.00,-0.39
Paul Gelber,de GER,FW,Köln,2005,4,0,86,1.0,0,0,0,0,0.00,0.00,22,3.7,1.0,0,,0,4,22,0,0.00,0,1,-1,-1.05,-1.05
Noah George,se SWE,GK,Augsburg,2006,6,6,540,6.0,0,0,0,0,0.00,0.00,90,23.1,6.0,6,90,6,0,,15,0.50,12,20,-8,-1.33,+0.37
Noel Gergorec,de GER,FW,Gladbach,2006,14,1,348,3.9,0,0,0,0,0.00,0.00,25,14.9,3.9,1,90,1,13,20,5,1.80,19,2,+17,+4.40,+3.27
Konstantin Gerhardt,de GER,FW,Gladbach,2005,25,24,2069,23.0,2,2,0,0,0.09,0.09,83,88.4,23.0,24,85,16,1,26,0,1.85,57,28,+29,+1.26,-3.06
Tom Gerlach,de GER,GK,Heidenheim,2007,8,8,720,8.0,0,0,0,0,0.00,0.00,90,30.8,8.0,8,90,8,0,,11,0.63,11,18,-7,-0.87,-0.71
Mike Gevorgyan,de GER,MF,1860 Munich,2005,26,25,2254,25.0,7,4,3,3,0.28,0.16,87,96.3,25.0,25,88,18,1,55,0,1.35,38,38,0,0.00,+2.09
Farhan Ghaznawi,af AFG,FW,Wuppertal U19,2005,1,0,10,0.1,0,0,0,0,0.00,0.00,10,0.4,0.1,0,,0,1,10,0,0.00,0,0,0,0.00,+1.93
Owen Gibs,de GER,DF,Kaiserslautern,2006,16,3,440,4.9,0,0,0,0,0.00,0.00,28,18.8,4.9,3,56,0,13,21,8,0.75,7,14,-7,-1.43,-0.01
William Giegold,de GER,FW,Union Berlin,2006,1,0,11,0.1,0,0,0,0,0.00,0.00,11,0.5,0.1,0,,0,1,11,0,3.00,0,1,-1,-8.18,-8.92
David Girmann,de GER,FW,Hoffenheim,2006,13,2,353,3.9,0,0,0,0,0.00,0.00,27,15.1,3.9,2,68,1,11,20,4,2.77,17,8,+9,+2.29,+0.03
Daniel Gleiber,de GER,MF,Mainz 05,2005,23,22,1899,21.1,5,5,0,0,0.24,0.24,83,81.2,21.1,22,86,20,1,3,0,1.74,38,37,+1,+0.05,-1.18
Kevin Gleissner,de GER,FW,Paderborn 07,2005,23,21,1775,19.7,5,5,0,0,0.25,0.25,77,75.9,19.7,21,82,8,2,31,0,1.65,39,29,+10,+0.51,-0.29
Jonas Goldenstein,de GER,DF,Meppen,2006,24,22,1821,20.2,2,2,0,0,0.10,0.10,76,77.8,20.2,22,81,13,2,24,0,0.83,31,43,-12,-0.59,+0.97
Tim Goller,de GER,GK,Hertha BSC,2005,24,24,2160,24.0,0,0,0,0,0.00,0.00,90,92.3,24.0,24,90,24,0,,0,2.19,61,26,+35,+1.46,+0.96
Gabriel González,ch SUI,MF,Bayern Munich,2006,11,0,212,2.4,0,0,0,0,0.00,0.00,19,9.1,2.4,0,,0,11,19,3,2.00,6,5,+1,+0.42,+0.34
Fabius-Leander Göpfert,de GER,MF,Dresden,2006,14,6,587,6.5,0,0,0,0,0.00,0.00,42,25.1,6.5,6,77,2,8,16,1,1.07,8,9,-1,-0.15,+0.10
Joel Görner Tellez,de GER,GK,Verl,2006,12,12,1034,11.5,0,0,0,0,0.00,0.00,86,44.2,11.5,12,86,11,0,,5,0.50,10,31,-21,-1.83,+0.45
Bastian Görtler,de GER,DF,Mainz 05,2006,12,5,455,5.1,0,0,0,0,0.00,0.00,38,19.4,5.1,5,79,3,7,8,3,1.58,9,10,-1,-0.20,-0.58
Rron Gosalci,de GER,FW,1860 Munich,2006,6,0,56,0.6,0,0,0,0,0.00,0.00,9,2.4,0.6,0,,0,6,9,4,1.00,2,2,0,0.00,+0.08
Sebastian Gösgens,de GER,DF,Alemannia Aachen,2006,2,0,17,0.2,0,0,0,0,0.00,0.00,9,0.7,0.2,0,,0,2,9,7,0.00,0,1,-1,-5.29,-4.48
Julius Gottschalk,de GER,MF,Hertha BSC,2006,24,24,2104,23.4,14,13,1,1,0.60,0.56,88,89.9,23.4,24,88,21,0,,0,2.29,60,26,+34,+1.45,+0.69
Patrick Götzelmann,de GER,MF,Greuther Fürth,2005,3,3,269,3.0,0,0,0,0,0.00,0.00,90,11.5,3.0,3,90,2,0,,0,1.33,1,2,-1,-0.33,+0.58
Soufian Gouram,ee EST,MF,Hertha BSC,2006,3,1,81,0.9,0,0,0,0,0.00,0.00,27,3.5,0.9,1,45,0,2,18,1,3.00,4,1,+3,+3.33,+2.02
Alex da Graça Marques,pl POL,FW,Hamburger SV,2005,5,4,322,3.6,1,1,0,0,0.28,0.28,64,13.8,3.6,4,69,1,1,45,1,1.80,6,7,-1,-0.28,-0.06
Marlon Grafe,de GER,GK,Dresden,2006,21,21,1837,20.4,0,0,0,0,0.00,0.00,87,78.5,20.4,21,87,19,0,,1,1.48,36,39,-3,-0.15,+0.39
Quentin Grafe,de GER,MF,Dresden,2006,23,18,1590,17.7,5,5,0,0,0.28,0.28,69,67.9,17.7,18,81,7,5,25,1,1.52,31,31,0,0.00,+0.72
Jamel Gramberg,de GER,MF,St Pauli,2005,14,12,1104,12.3,2,2,0,0,0.16,0.16,79,47.2,12.3,12,85,10,2,45,0,1.50,18,17,+1,+0.08,+0.66
Mekhi Gray,de GER,FW,Union Berlin,2007,4,0,37,0.4,0,0,0,0,0.00,0.00,9,1.6,0.4,0,,0,4,9,0,1.50,0,2,-2,-4.86,-5.65
Dominic Grehl,de GER,GK,MSV Duisburg,2005,11,11,989,11.0,0,0,0,0,0.00,0.00,90,42.3,11.0,11,90,10,0,,12,1.27,21,20,+1,+0.09,+0.02
Louis Grobauer,de GER,FW,BTSV,2006,19,9,795,8.8,2,2,0,0,0.23,0.23,42,34.0,8.8,9,67,1,10,19,1,0.84,8,20,-12,-1.36,-0.89
Max Grüger,de GER,MF,Schalke 04,2005,24,24,2153,23.9,4,2,2,2,0.17,0.08,90,92.0,23.9,24,90,23,0,,0,1.83,41,29,+12,+0.50,-0.94
Tobias Grulke,de GER,MF,Düsseldorf,2005,12,8,697,7.7,0,0,0,0,0.00,0.00,58,29.8,7.7,8,75,3,4,24,0,0.83,10,13,-3,-0.39,-0.44
Leon Grundmann,de GER,DF,Hertha BSC,2007,1,1,90,1.0,0,0,0,0,0.00,0.00,90,3.8,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,+1.68
Julius Grunwald,de GER,DF,Union Berlin,2005,17,15,1229,13.7,0,0,0,0,0.00,0.00,72,52.5,13.7,15,79,9,2,22,3,2.12,35,13,+22,+1.61,+1.94
Eryk Grzywacz,pl POL,DF,Wolfsburg,2006,24,23,1922,21.4,4,4,0,0,0.19,0.19,80,82.1,21.4,23,82,9,1,45,0,2.21,74,18,+56,+2.62,+0.04
Emre Gül,,MF,Ingolstadt,2005,25,25,2220,24.7,3,3,0,0,0.12,0.12,89,94.9,24.7,25,89,23,0,,0,2.20,49,26,+23,+0.93,-0.57
Emre Gündoğdu,tr TUR,MF,Paderborn 07,2006,6,1,123,1.4,0,0,0,0,0.00,0.00,21,5.3,1.4,1,56,0,5,13,2,0.83,4,4,0,0.00,-0.61
Ciwan Güneş,de GER,MF,Bochum,2006,19,12,1089,12.1,1,1,0,0,0.08,0.08,57,46.5,12.1,12,78,2,7,21,0,1.11,18,28,-10,-0.83,-0.75
Luka Gusić,de GER,MF,Kaiserslautern,2005,5,4,293,3.3,0,0,0,0,0.00,0.00,59,12.5,3.3,4,68,0,1,21,0,0.00,2,15,-13,-3.99,-2.94
Lindsay Gutaj,xk KVX,GK,Gladbach,2007,2,2,180,2.0,0,0,0,0,0.00,0.00,90,7.7,2.0,2,90,2,0,,4,1.50,5,4,+1,+0.50,-1.21
Mertz Güzelarslan,de GER,MF,1860 Munich,,4,0,14,0.2,0,0,0,0,0.00,0.00,4,0.6,0.2,0,,0,4,4,5,0.75,0,0,0,0.00,+0.08
Derick Gyamfi,de GER,FW,MSV Duisburg,2006,8,0,123,1.4,0,0,0,0,0.00,0.00,15,5.3,1.4,0,,0,8,15,8,0.88,3,3,0,0.00,-0.08
Mikas Haas,de GER,FW,Kaiserslautern,2005,16,16,1440,16.0,1,1,0,0,0.06,0.06,90,61.5,16.0,16,90,16,0,,0,0.69,15,39,-24,-1.50,-0.20
Leo Haase,de GER,MF,Arminia,2007,9,1,194,2.2,0,0,0,0,0.00,0.00,22,8.3,2.2,1,66,0,8,16,3,1.11,1,6,-5,-2.32,-1.61
Nedzhib Hadzha,bg BUL,MF,Schalke 04,2005,24,23,1884,20.9,0,0,0,0,0.00,0.00,79,80.5,20.9,23,81,13,1,14,0,1.71,31,25,+6,+0.29,-1.49
Janis Hagemann,de GER,DF,Meppen,2005,26,25,1994,22.2,8,8,0,0,0.36,0.36,77,85.2,22.2,25,78,8,1,33,0,0.77,35,47,-12,-0.54,+1.80
Vincent Hagen,de GER,MF,Meppen,2006,7,0,127,1.4,0,0,0,0,0.00,0.00,18,5.4,1.4,0,,0,7,18,0,0.71,2,5,-3,-2.13,-1.39
Ben Hagmeyer,de GER,MF,Nürnberg,2007,7,3,299,3.3,0,0,0,0,0.00,0.00,43,12.8,3.3,3,79,1,4,16,0,1.71,7,5,+2,+0.60,+1.09
Khalid Abua El Haija,ps PLE,DF,Carl Zeiss Jena,2005,19,17,1483,16.5,1,1,0,0,0.06,0.06,78,63.4,16.5,17,84,14,2,32,0,0.74,25,34,-9,-0.55,+0.50
Basim El Haj,ps PLE,MF,BTSV,2006,26,26,2292,25.5,2,2,0,0,0.08,0.08,88,97.9,25.5,26,88,19,0,,0,0.92,35,52,-17,-0.67,+4.96
Jeyhun Hajiyev,az AZE,MF,Verl,2005,21,10,962,10.7,1,1,0,0,0.09,0.09,46,41.1,10.7,10,69,3,11,25,0,0.43,7,36,-29,-2.71,-1.08
Baton Hajrizaj,de GER,FW,Sandhausen,2006,3,0,98,1.1,0,0,0,0,0.00,0.00,33,4.2,1.1,0,,0,3,33,0,0.33,1,3,-2,-1.84,-0.79
Arda Halicıoğlu,de GER,MF,Werder Bremen,2006,14,14,1088,12.1,1,1,0,0,0.08,0.08,78,46.5,12.1,14,78,6,0,,0,1.50,24,25,-1,-0.08,+1.28
Micah Ham,de GER,FW,Ingolstadt,2005,15,5,523,5.8,3,3,0,0,0.52,0.52,35,22.4,5.8,5,71,0,10,17,0,2.53,9,4,+5,+0.86,-0.13
Mauro Hämmerle,at AUT,FW,Augsburg,2007,2,2,147,1.6,0,0,0,0,0.00,0.00,74,6.3,1.6,2,74,0,0,,0,0.00,0,3,-3,-1.84,-0.24
Florian Hangl,at AUT,MF,Augsburg,2007,3,2,171,1.9,0,0,0,0,0.00,0.00,57,7.3,1.9,2,74,0,1,24,0,0.00,0,3,-3,-1.58,+0.04
Tim Hannak,de GER,MF,Eintracht Frankfurt,2005,18,17,1540,17.1,4,4,0,0,0.23,0.23,86,65.8,17.1,17,87,14,1,54,1,2.00,37,29,+8,+0.47,+0.24
Aiden Harangi,us USA,DF,Eintracht Frankfurt,2006,20,19,1592,17.7,1,1,0,0,0.06,0.06,80,68.0,17.7,19,81,14,1,45,0,1.75,39,30,+9,+0.51,+0.39
Kasper Harbering,de GER,DF,MSV Duisburg,2005,17,16,1402,15.6,3,3,0,0,0.19,0.19,82,59.9,15.6,16,86,14,1,23,0,1.53,33,25,+8,+0.51,+1.09
Fayssal Harchaoui,de GER,MF,Köln,2006,17,17,1464,16.3,1,1,0,0,0.06,0.06,86,62.6,16.3,17,86,8,0,,0,1.47,24,23,+1,+0.06,+0.27
Till Härting,de GER,GK,Carl Zeiss Jena,2007,5,5,450,5.0,0,0,0,0,0.00,0.00,90,19.2,5.0,5,90,5,0,,0,0.00,7,17,-10,-2.00,-1.57
Lukas Hartmann,de GER,DF,Verl,2005,22,17,1382,15.4,3,1,2,2,0.20,0.07,63,59.1,15.4,17,70,4,5,39,0,0.45,16,46,-30,-1.95,+0.30
Samuel Hasa,sk SVK,DF,Mainz 05,2006,7,1,148,1.6,0,0,0,0,0.00,0.00,21,6.3,1.6,1,90,1,6,10,3,1.71,2,2,0,0.00,-0.29
Ron Hasani,al ALB,FW,Carl Zeiss Jena,2006,20,12,824,9.2,1,1,0,0,0.11,0.11,41,35.2,9.2,12,59,0,8,14,4,0.70,15,24,-9,-0.98,-0.39
Max Hathaway,de GER,FW,Werder Bremen,2006,21,15,1332,14.8,0,0,0,0,0.00,0.00,63,56.9,14.8,15,83,10,6,14,0,1.14,20,33,-13,-0.88,-0.25
David Haucap,de GER,DF,Osnabrück,2006,12,6,499,5.5,0,0,0,0,0.00,0.00,42,21.3,5.5,6,63,2,6,20,7,0.42,5,17,-12,-2.16,-1.77
Luis Hauer,de GER,GK,Köln,2006,8,8,720,8.0,0,0,0,0,0.00,0.00,90,30.8,8.0,8,90,8,0,,16,0.88,12,16,-4,-0.50,-0.67
Max Hauer,de GER,FW,Hansa Rostock,2005,21,3,499,5.5,0,0,0,0,0.00,0.00,24,21.3,5.5,3,73,1,18,16,1,1.05,8,20,-12,-2.16,-1.43
Richard Hauth,de GER,FW,Greuther Fürth,2005,15,13,1136,12.6,0,0,0,0,0.00,0.00,76,48.5,12.6,13,85,12,2,17,0,1.00,14,32,-18,-1.43,-1.13
Oleksandr Havrylenko,ua UKR,DF,RB Leipzig,2006,4,2,219,2.4,0,0,0,0,0.00,0.00,55,9.4,2.4,2,90,2,2,20,6,2.00,4,3,+1,+0.41,-0.01
Lion Haxhiu,de GER,MF,Nürnberg,2007,6,3,213,2.4,0,0,0,0,0.00,0.00,36,9.1,2.4,3,55,0,3,16,1,1.00,6,7,-1,-0.42,-0.08
Nico Hayer,de GER,MF,Heidenheim,2005,23,14,1187,13.2,1,1,0,0,0.08,0.08,52,50.7,13.2,14,71,2,9,22,2,0.96,19,30,-11,-0.83,-0.91
Fabian Heck,lu LUX,GK,Kaiserslautern,2005,23,23,2070,23.0,0,0,0,0,0.00,0.00,90,88.5,23.0,23,90,23,0,,1,0.74,21,56,-35,-1.52,-0.86
Lennart Heck,de GER,DF,MSV Duisburg,2005,25,18,1718,19.1,0,0,0,0,0.00,0.00,69,73.4,19.1,18,85,15,7,26,1,1.32,32,32,0,0.00,-0.29
Maximilian Heiden,de GER,MF,Hansa Rostock,2006,15,6,641,7.1,2,2,0,0,0.28,0.28,43,27.4,7.1,6,90,6,9,11,2,1.33,22,18,+4,+0.56,+2.20
SImon Heinbockel,de GER,GK,Hamburger SV,2005,4,3,345,3.8,0,0,0,0,0.00,0.00,86,14.7,3.8,3,90,3,1,75,17,2.25,9,7,+2,+0.52,+0.88
Matteo Heinz,de GER,DF,Kaiserslautern,2006,25,25,2192,24.4,0,0,0,0,0.00,0.00,88,93.7,24.4,25,88,23,0,,1,0.80,26,61,-35,-1.44,-0.22
Fynn Heinze,de GER,DF,Augsburg,2006,24,23,2097,23.3,6,6,0,0,0.26,0.26,87,89.6,23.3,23,89,22,1,45,0,0.58,29,66,-37,-1.59,+0.26
